class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
24107,12,3,B3+B4+F4,13,1q^2 + 5q^3 + 6q^4 + 4q^5 + 2q^6 + 1q^7,B3: (2 1 3) -> (1 3 3) ; B4: (1 2 1 3) -> (0 1 3 3) ; F4: (2 1 3 3) -> (1 3 3 0)
24109,13,2,B3+B4,3,1q^2 + 3q^3 + 11q^4 + 13q^5 + 12q^6 + 8q^7 + 5q^8 + 2q^9 + 1q^10,B3: (2 1 3) -> (2 3 3) ; B4: (2 2 1 3) -> (0 2 3 3)
24110,11,3,B3+B4+F4,7,1q^2 + 6q^3 + 9q^4 + 7q^5 + 5q^6 + 2q^7 + 1q^8,B3: (2 1 3) -> (3 2 3) ; B4: (2 2 1 3) -> (0 3 2 3) ; F4: (2 1 3 3) -> (3 2 3 0)
24111,10,3,B3+B4+F4,8,1q^2 + 4q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,B3: (2 1 3) -> (3 3 1) ; B4: (2 2 1 3) -> (0 3 3 1) ; F4: (2 1 3 2) -> (3 3 1 0)
24113,14,2,B3+B4,2,1q^3 + 6q^4 + 17q^5 + 24q^6 + 24q^7 + 20q^8 + 14q^9 + 9q^10 + 5q^11 + 2q^12 + 1q^13,B3: (2 1 3) -> (3 3 3) ; B4: (3 2 1 3) -> (0 3 3 3)
24115,12,2,B3+B4,11,1q^2 + 3q^3 + 5q^4 + 5q^5 + 4q^6 + 2q^7 + 1q^8,B3: (2 2 0) -> (1 3 2) ; B4: (1 2 2 0) -> (0 1 3 2)
24119,14,2,B3+B4,3,2q^3 + 4q^4 + 11q^5 + 11q^6 + 11q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,B3: (2 2 0) -> (2 3 2) ; B4: (2 2 2 0) -> (0 2 3 2)
24121,12,2,B3+B4,6,1q^2 + 4q^3 + 7q^4 + 9q^5 + 6q^6 + 5q^7 + 2q^8 + 1q^9,B3: (2 2 0) -> (3 2 2) ; B4: (2 2 2 0) -> (0 3 2 2)
24123,11,3,B3+B4+F4,7,1q^3 + 3q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,B3: (2 2 0) -> (3 3 0) ; B4: (2 2 2 0) -> (0 3 3 0) ; F4: (2 2 0 3) -> (3 3 0 0)
24125,13,2,B3+B4,2,1q^3 + 4q^4 + 10q^5 + 17q^6 + 21q^7 + 21q^8 + 17q^9 + 13q^10 + 8q^11 + 5q^12 + 2q^13 + 1q^14,B3: (2 2 0) -> (3 3 2) ; B4: (3 2 2 0) -> (0 3 3 2)
24127,12,2,B3+B4,11,1q^2 + 4q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,B3: (2 2 1) -> (1 3 3) ; B4: (1 2 2 1) -> (0 1 3 3)
24129,14,2,B3+B4,3,3q^3 + 8q^4 + 14q^5 + 14q^6 + 12q^7 + 8q^8 + 5q^9 + 2q^10 + 1q^11,B3: (2 2 1) -> (2 3 3) ; B4: (2 2 2 1) -> (0 2 3 3)
24130,12,2,B3+B4,6,1q^2 + 5q^3 + 9q^4 + 10q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,B3: (2 2 1) -> (3 2 3) ; B4: (2 2 2 1) -> (0 3 2 3)
24131,11,3,B3+B4+F4,7,1q^2 + 4q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,B3: (2 2 1) -> (3 3 1) ; B4: (2 2 2 1) -> (0 3 3 1) ; F4: (2 2 1 3) -> (3 3 1 0)
24133,13,2,B3+B4,2,1q^3 + 5q^4 + 14q^5 + 23q^6 + 27q^7 + 25q^8 + 20q^9 + 14q^10 + 9q^11 + 5q^12 + 2q^13 + 1q^14,B3: (2 2 1) -> (3 3 3) ; B4: (3 2 2 1) -> (0 3 3 3)
24135,11,3,B3+B4+F4,7,1q^2 + 5q^3 + 8q^4 + 7q^5 + 5q^6 + 2q^7 + 1q^8,B3: (2 2 2) -> (3 3 2) ; B4: (2 2 2 2) -> (0 3 3 2) ; F4: (2 2 2 3) -> (3 3 2 0)
24137,11,3,B3+B4+F4,7,1q^2 + 6q^3 + 9q^4 + 8q^5 + 5q^6 + 2q^7 + 1q^8,B3: (2 2 3) -> (3 3 3) ; B4: (2 2 2 3) -> (0 3 3 3) ; F4: (2 2 3 3) -> (3 3 3 0)
24139,11,2,B3+B4,6,1q^2 + 4q^3 + 7q^4 + 9q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,B3: (2 3 0) -> (3 3 2) ; B4: (2 2 3 0) -> (0 3 3 2)
24141,11,2,B3+B4,6,1q^2 + 5q^3 + 9q^4 + 10q^5 + 8q^6 + 5q^7 + 2q^8 + 1q^9,B3: (2 3 1) -> (3 3 3) ; B4: (2 2 3 1) -> (0 3 3 3)
24144,13,2,B3+B4,4,1q^4 + 1q^5 + 4q^6 + 3q^7 + 5q^8 + 3q^9 + 3q^10 + 1q^11 + 1q^12,B3: (3 0 0) -> (0 3 2) ; B4: (1 3 0 0) -> (0 0 3 2)
24146,11,2,B3+B4,7,2q^4 + 3q^5 + 5q^6 + 4q^7 + 4q^8 + 2q^9 + 1q^10,B3: (3 0 0) -> (1 2 2) ; B4: (1 3 0 0) -> (0 1 2 2)
24148,11,2,B3+B4,7,1q^3 + 1q^4 + 2q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,B3: (3 0 0) -> (1 3 0) ; B4: (1 3 0 0) -> (0 1 3 0)
24150,13,2,B3+B4,3,2q^5 + 4q^6 + 8q^7 + 10q^8 + 12q^9 + 11q^10 + 9q^11 + 6q^12 + 4q^13 + 2q^14 + 1q^15,B3: (3 0 0) -> (1 3 2) ; B4: (2 3 0 0) -> (0 1 3 2)
24154,13,2,B3+B4,3,1q^3 + 2q^4 + 6q^5 + 6q^6 + 11q^7 + 9q^8 + 10q^9 + 6q^10 + 5q^11 + 2q^12 + 1q^13,B3: (3 0 0) -> (2 2 2) ; B4: (2 3 0 0) -> (0 2 2 2)
24156,13,2,B3+B4,3,1q^4 + 1q^5 + 4q^6 + 3q^7 + 5q^8 + 3q^9 + 3q^10 + 1q^11 + 1q^12,B3: (3 0 0) -> (2 3 0) ; B4: (2 3 0 0) -> (0 2 3 0)
24158,14,2,B3+B4,2,1q^4 + 2q^5 + 6q^6 + 9q^7 + 16q^8 + 18q^9 + 23q^10 + 21q^11 + 21q^12 + 15q^13 + 12q^14 + 7q^15 + 5q^16 + 2q^17 + 1q^18,B3: (3 0 0) -> (2 3 2) ; B4: (3 3 0 0) -> (0 2 3 2)
24160,11,2,B3+B4,6,1q^3 + 2q^4 + 5q^5 + 6q^6 + 7q^7 + 5q^8 + 4q^9 + 2q^10 + 1q^11,B3: (3 0 0) -> (3 1 2) ; B4: (2 3 0 0) -> (0 3 1 2)
24162,11,2,B3+B4,6,1q^2 + 1q^3 + 3q^4 + 2q^5 + 4q^6 + 2q^7 + 3q^8 + 1q^9 + 1q^10,B3: (3 0 0) -> (3 2 0) ; B4: (2 3 0 0) -> (0 3 2 0)
24164,14,2,B3+B4,2,1q^4 + 2q^5 + 7q^6 + 10q^7 + 16q^8 + 16q^9 + 18q^10 + 14q^11 + 12q^12 + 7q^13 + 5q^14 + 2q^15 + 1q^16,B3: (3 0 0) -> (3 2 2) ; B4: (3 3 0 0) -> (0 3 2 2)
24166,14,2,B3+B4,2,1q^3 + 1q^4 + 3q^5 + 4q^6 + 6q^7 + 6q^8 + 8q^9 + 6q^10 + 6q^11 + 4q^12 + 3q^13 + 1q^14 + 1q^15,B3: (3 0 0) -> (3 3 0) ; B4: (3 3 0 0) -> (0 3 3 0)
24171,13,2,B3+B4,4,1q^4 + 3q^5 + 5q^6 + 5q^7 + 5q^8 + 4q^9 + 3q^10 + 1q^11 + 1q^12,B3: (3 0 1) -> (0 3 3) ; B4: (1 3 0 1) -> (0 0 3 3)
24172,11,2,B3+B4,7,1q^3 + 4q^4 + 5q^5 + 6q^6 + 5q^7 + 4q^8 + 2q^9 + 1q^10,B3: (3 0 1) -> (1 2 3) ; B4: (1 3 0 1) -> (0 1 2 3)
24173,11,2,B3+B4,7,1q^3 + 3q^4 + 4q^5 + 4q^6 + 3q^7 + 2q^8 + 1q^9,B3: (3 0 1) -> (1 3 1) ; B4: (1 3 0 1) -> (0 1 3 1)
24175,14,2,B3+B4,3,1q^4 + 4q^5 + 9q^6 + 13q^7 + 15q^8 + 15q^9 + 13q^10 + 10q^11 + 7q^12 + 4q^13 + 2q^14 + 1q^15,B3: (3 0 1) -> (1 3 3) ; B4: (2 3 0 1) -> (0 1 3 3)
24177,14,2,B3+B4,3,1q^3 + 3q^4 + 9q^5 + 11q^6 + 14q^7 + 12q^8 + 11q^9 + 7q^10 + 5q^11 + 2q^12 + 1q^13,B3: (3 0 1) -> (2 2 3) ; B4: (2 3 0 1) -> (0 2 2 3)
24179,14,2,B3+B4,3,1q^3 + 3q^4 + 6q^5 + 8q^6 + 9q^7 + 8q^8 + 6q^9 + 4q^10 + 2q^11 + 1q^12,B3: (3 0 1) -> (2 3 1) ; B4: (2 3 0 1) -> (0 2 3 1)
24181,13,2,B3+B4,2,1q^4 + 3q^5 + 9q^6 + 17q^7 + 24q^8 + 29q^9 + 30q^10 + 28q^11 + 24q^12 + 18q^13 + 13q^14 + 8q^15 + 5q^16 + 2q^17 + 1q^18,B3: (3 0 1) -> (2 3 3) ; B4: (3 3 0 1) -> (0 2 3 3)
24182,12,2,B3+B4,6,2q^3 + 6q^4 + 8q^5 + 9q^6 + 8q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,B3: (3 0 1) -> (3 1 3) ; B4: (2 3 0 1) -> (0 3 1 3)
24183,12,2,B3+B4,6,1q^2 + 2q^3 + 5q^4 + 6q^5 + 7q^6 + 5q^7 + 4q^8 + 2q^9 + 1q^10,B3: (3 0 1) -> (3 2 1) ; B4: (2 3 0 1) -> (0 3 2 1)
24185,13,2,B3+B4,2,2q^4 + 6q^5 + 14q^6 + 19q^7 + 24q^8 + 23q^9 + 22q^10 + 17q^11 + 13q^12 + 8q^13 + 5q^14 + 2q^15 + 1q^16,B3: (3 0 1) -> (3 2 3) ; B4: (3 3 0 1) -> (0 3 2 3)
24187,13,2,B3+B4,2,1q^3 + 2q^4 + 5q^5 + 10q^6 + 13q^7 + 15q^8 + 15q^9 + 13q^10 + 10q^11 + 7q^12 + 4q^13 + 2q^14 + 1q^15,B3: (3 0 1) -> (3 3 1) ; B4: (3 3 0 1) -> (0 3 3 1)
24191,11,2,B3+B4,7,2q^3 + 5q^4 + 6q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,B3: (3 0 2) -> (1 3 2) ; B4: (1 3 0 2) -> (0 1 3 2)
24195,14,2,B3+B4,3,1q^3 + 4q^4 + 9q^5 + 13q^6 + 12q^7 + 11q^8 + 7q^9 + 5q^10 + 2q^11 + 1q^12,B3: (3 0 2) -> (2 3 2) ; B4: (2 3 0 2) -> (0 2 3 2)
24197,12,2,B3+B4,6,1q^2 + 3q^3 + 9q^4 + 9q^5 + 10q^6 + 6q^7 + 5q^8 + 2q^9 + 1q^10,B3: (3 0 2) -> (3 2 2) ; B4: (2 3 0 2) -> (0 3 2 2)
24199,12,3,B3+B4+F4,7,1q^3 + 2q^4 + 4q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,B3: (3 0 2) -> (3 3 0) ; B4: (2 3 0 2) -> (0 3 3 0) ; F4: (3 0 2 3) -> (3 3 0 0)
24201,14,2,B3+B4,2,1q^3 + 3q^4 + 9q^5 + 17q^6 + 22q^7 + 23q^8 + 22q^9 + 17q^10 + 13q^11 + 8q^12 + 5q^13 + 2q^14 + 1q^15,B3: (3 0 2) -> (3 3 2) ; B4: (3 3 0 2) -> (0 3 3 2)
24203,11,2,B3+B4,7,2q^3 + 6q^4 + 7q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,B3: (3 0 3) -> (1 3 3) ; B4: (1 3 0 3) -> (0 1 3 3)
24205,14,2,B3+B4,3,1q^3 + 5q^4 + 13q^5 + 16q^6 + 15q^7 + 12q^8 + 8q^9 + 5q^10 + 2q^11 + 1q^12,B3: (3 0 3) -> (2 3 3) ; B4: (2 3 0 3) -> (0 2 3 3)
24206,12,2,B3+B4,6,1q^2 + 3q^3 + 10q^4 + 11q^5 + 11q^6 + 7q^7 + 5q^8 + 2q^9 + 1q^10,B3: (3 0 3) -> (3 2 3) ; B4: (2 3 0 3) -> (0 3 2 3)
24207,12,3,B3+B4+F4,7,2q^3 + 6q^4 + 7q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,B3: (3 0 3) -> (3 3 1) ; B4: (2 3 0 3) -> (0 3 3 1) ; F4: (3 0 3 3) -> (3 3 1 0)
24209,14,2,B3+B4,2,1q^3 + 3q^4 + 10q^5 + 22q^6 + 28q^7 + 29q^8 + 26q^9 + 20q^10 + 14q^11 + 9q^12 + 5q^13 + 2q^14 + 1q^15,B3: (3 0 3) -> (3 3 3) ; B4: (3 3 0 3) -> (0 3 3 3)
24211,12,2,B3+B4,7,3q^4 + 5q^5 + 6q^6 + 5q^7 + 4q^8 + 2q^9 + 1q^10,B3: (3 1 0) -> (1 3 2) ; B4: (1 3 1 0) -> (0 1 3 2)
24215,13,2,B3+B4,3,1q^3 + 3q^4 + 8q^5 + 11q^6 + 14q^7 + 12q^8 + 11q^9 + 7q^10 + 5q^11 + 2q^12 + 1q^13,B3: (3 1 0) -> (2 3 2) ; B4: (2 3 1 0) -> (0 2 3 2)
24217,11,2,B3+B4,6,2q^3 + 4q^4 + 10q^5 + 9q^6 + 10q^7 + 6q^8 + 5q^9 + 2q^10 + 1q^11,B3: (3 1 0) -> (3 2 2) ; B4: (2 3 1 0) -> (0 3 2 2)
24219,11,2,B3+B4,6,1q^2 + 1q^3 + 4q^4 + 3q^5 + 5q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,B3: (3 1 0) -> (3 3 0) ; B4: (2 3 1 0) -> (0 3 3 0)
24221,13,2,B3+B4,2,2q^4 + 4q^5 + 12q^6 + 18q^7 + 23q^8 + 23q^9 + 22q^10 + 17q^11 + 13q^12 + 8q^13 + 5q^14 + 2q^15 + 1q^16,B3: (3 1 0) -> (3 3 2) ; B4: (3 3 1 0) -> (0 3 3 2)
24223,12,2,B3+B4,7,1q^3 + 5q^4 + 7q^5 + 7q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,B3: (3 1 1) -> (1 3 3) ; B4: (1 3 1 1) -> (0 1 3 3)
24225,13,2,B3+B4,3,1q^3 + 4q^4 + 11q^5 + 16q^6 + 17q^7 + 15q^8 + 12q^9 + 8q^10 + 5q^11 + 2q^12 + 1q^13,B3: (3 1 1) -> (2 3 3) ; B4: (2 3 1 1) -> (0 2 3 3)
24226,11,2,B3+B4,6,3q^3 + 8q^4 + 13q^5 + 12q^6 + 11q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,B3: (3 1 1) -> (3 2 3) ; B4: (2 3 1 1) -> (0 3 2 3)
24227,11,2,B3+B4,6,1q^2 + 2q^3 + 6q^4 + 8q^5 + 8q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,B3: (3 1 1) -> (3 3 1) ; B4: (2 3 1 1) -> (0 3 3 1)
24229,14,2,B3+B4,2,3q^4 + 8q^5 + 19q^6 + 28q^7 + 31q^8 + 30q^9 + 26q^10 + 20q^11 + 14q^12 + 9q^13 + 5q^14 + 2q^15 + 1q^16,B3: (3 1 1) -> (3 3 3) ; B4: (3 3 1 1) -> (0 3 3 3)
24231,11,2,B3+B4,6,1q^2 + 3q^3 + 10q^4 + 11q^5 + 11q^6 + 7q^7 + 5q^8 + 2q^9 + 1q^10,B3: (3 1 2) -> (3 3 2) ; B4: (2 3 1 2) -> (0 3 3 2)
24233,11,2,B3+B4,6,1q^2 + 3q^3 + 11q^4 + 13q^5 + 12q^6 + 8q^7 + 5q^8 + 2q^9 + 1q^10,B3: (3 1 3) -> (3 3 3) ; B4: (2 3 1 3) -> (0 3 3 3)
24235,12,2,B3+B4,6,2q^3 + 4q^4 + 11q^5 + 11q^6 + 11q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,B3: (3 2 0) -> (3 3 2) ; B4: (2 3 2 0) -> (0 3 3 2)
24237,12,2,B3+B4,6,3q^3 + 8q^4 + 14q^5 + 14q^6 + 12q^7 + 8q^8 + 5q^9 + 2q^10 + 1q^11,B3: (3 2 1) -> (3 3 3) ; B4: (2 3 2 1) -> (0 3 3 3)
25100,4,2,B3+C3,105,1q^3,B3: (0 3 0) -> (2 0 4) ; C3: (0 4 0) -> (4 0 2)
25118,4,2,B3+C3,90,1q^3,B3: (0 3 0) -> (4 0 2) ; C3: (0 5 0) -> (2 0 4)
25284,4,2,B3+C3,36,1q^4,B3: (0 4 0) -> (4 0 4) ; C3: (0 6 0) -> (4 0 4)
40963,4,2,B3+C3,25,1q^4,B3: (0 4 0) -> (2 0 6) ; C3: (0 5 0) -> (6 0 2)
59277,11,2,C3+C4,4,0,C3: (0 0 0) -> (0 0 1) ; C4: (1 0 0 0) -> (0 0 0 1)
59278,13,3,C3+C4+F4,4,1q^3 + 1q^5 + 1q^7 + 1q^9,C3: (0 0 0) -> (0 0 2) ; C4: (2 0 0 0) -> (0 0 0 2) ; F4: (3 0 0 0) -> (0 2 0 0)
59279,12,2,C3+C4,2,0,C3: (0 0 0) -> (0 0 3) ; C4: (3 0 0 0) -> (0 0 0 3)
59280,12,3,C3+C4+F4,7,1q^2 + 1q^4,C3: (0 0 0) -> (0 1 0) ; C4: (1 0 0 0) -> (0 0 1 0) ; F4: (1 0 0 0) -> (0 0 1 0)
59281,13,2,C3+C4,3,0,C3: (0 0 0) -> (0 1 1) ; C4: (2 0 0 0) -> (0 0 1 1)
59282,12,2,C3+C4,2,1q^5 + 2q^7 + 1q^8 + 3q^9 + 1q^10 + 2q^11 + 1q^12 + 1q^13,C3: (0 0 0) -> (0 1 2) ; C4: (3 0 0 0) -> (0 0 1 2)
59284,13,3,C3+C4+F4,5,1q^2 + 2q^4 + 2q^6 + 1q^8,C3: (0 0 0) -> (0 2 0) ; C4: (2 0 0 0) -> (0 0 2 0) ; F4: (2 0 0 0) -> (0 0 2 0)
59285,12,2,C3+C4,2,0,C3: (0 0 0) -> (0 2 1) ; C4: (3 0 0 0) -> (0 0 2 1)
59288,12,3,C3+C4+F4,3,1q^4 + 3q^6 + 3q^8 + 1q^9 + 2q^10 + 1q^12,C3: (0 0 0) -> (0 3 0) ; C4: (3 0 0 0) -> (0 0 3 0) ; F4: (3 0 0 0) -> (0 0 3 0)
59292,8,2,C3+C4,78,0,C3: (0 0 0) -> (1 0 0) ; C4: (1 0 0 0) -> (0 1 0 0)
59293,13,3,C3+C4+F4,5,1q^3 + 1q^5 + 1q^6 + 1q^7,C3: (0 0 0) -> (1 0 1) ; C4: (2 0 0 0) -> (0 1 0 1) ; F4: (2 0 0 0) -> (0 1 0 1)
59294,12,2,C3+C4,2,0,C3: (0 0 0) -> (1 0 2) ; C4: (3 0 0 0) -> (0 1 0 2)
59296,12,2,C3+C4,3,0,C3: (0 0 0) -> (1 1 0) ; C4: (2 0 0 0) -> (0 1 1 0)
59297,12,3,C3+C4+F4,3,1q^4 + 2q^5 + 2q^6 + 3q^7 + 3q^8 + 2q^9 + 2q^10 + 1q^11,C3: (0 0 0) -> (1 1 1) ; C4: (3 0 0 0) -> (0 1 1 1) ; F4: (3 0 0 0) -> (0 1 1 1)
59300,12,2,C3+C4,2,0,C3: (0 0 0) -> (1 2 0) ; C4: (3 0 0 0) -> (0 1 2 0)
59308,13,3,C3+C4+F4,6,1q + 1q^3 + 1q^5,C3: (0 0 0) -> (2 0 0) ; C4: (2 0 0 0) -> (0 2 0 0) ; F4: (1 0 0 0) -> (0 0 0 2)
59309,12,2,C3+C4,2,0,C3: (0 0 0) -> (2 0 1) ; C4: (3 0 0 0) -> (0 2 0 1)
59312,12,3,C3+C4+F4,4,1q^3 + 1q^4 + 2q^5 + 1q^6 + 2q^7 + 1q^8 + 1q^9,C3: (0 0 0) -> (2 1 0) ; C4: (3 0 0 0) -> (0 2 1 0) ; F4: (2 0 0 0) -> (0 0 1 2)
59316,13,2,C3+F4,2,1q^3 + 3q^5 + 1q^6 + 5q^7 + 2q^8 + 5q^9 + 2q^10 + 3q^11 + 1q^12 + 1q^13,C3: (0 0 0) -> (2 2 0) ; F4: (3 0 0 0) -> (0 0 2 2)
59324,11,2,C3+C4,2,0,C3: (0 0 0) -> (3 0 0) ; C4: (3 0 0 0) -> (0 3 0 0)
59325,13,2,C3+F4,2,1q^4 + 2q^6 + 1q^7 + 3q^8 + 2q^9 + 2q^10 + 1q^11 + 1q^12,C3: (0 0 0) -> (3 0 1) ; F4: (3 0 0 0) -> (0 1 0 3)
59340,10,2,C3+C4,11,0,C3: (0 0 1) -> (0 0 2) ; C4: (1 0 0 1) -> (0 0 0 2)
59341,14,3,C3+C4+F4,4,1q^3 + 1q^5 + 1q^6 + 1q^7 + 1q^9,C3: (0 0 1) -> (0 0 3) ; C4: (2 0 0 1) -> (0 0 0 3) ; F4: (3 1 0 0) -> (0 3 0 0)
59342,11,3,C3+C4+F4,24,1q^2 + 1q^3 + 1q^4,C3: (0 0 1) -> (0 1 1) ; C4: (1 0 0 1) -> (0 0 1 1) ; F4: (1 1 0 0) -> (0 1 1 0)
59343,14,2,C3+C4,3,0,C3: (0 0 1) -> (0 1 2) ; C4: (2 0 0 1) -> (0 0 1 2)
59344,14,2,C3+C4,2,1q^5 + 1q^6 + 3q^7 + 3q^8 + 3q^9 + 2q^10 + 2q^11 + 1q^12 + 1q^13,C3: (0 0 1) -> (0 1 3) ; C4: (3 0 0 1) -> (0 0 1 3)
59345,10,2,C3+C4,15,0,C3: (0 0 1) -> (0 2 0) ; C4: (1 0 0 1) -> (0 0 2 0)
59346,14,3,C3+C4+F4,5,1q^2 + 1q^3 + 3q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,C3: (0 0 1) -> (0 2 1) ; C4: (2 0 0 1) -> (0 0 2 1) ; F4: (2 1 0 0) -> (0 1 2 0)
59347,14,2,C3+C4,2,0,C3: (0 0 1) -> (0 2 2) ; C4: (3 0 0 1) -> (0 0 2 2)
59349,13,2,C3+C4,3,0,C3: (0 0 1) -> (0 3 0) ; C4: (2 0 0 1) -> (0 0 3 0)
59350,14,3,C3+C4+F4,3,1q^4 + 2q^5 + 5q^6 + 4q^7 + 4q^8 + 3q^9 + 2q^10 + 1q^11 + 1q^12,C3: (0 0 1) -> (0 3 1) ; C4: (3 0 0 1) -> (0 0 3 1) ; F4: (3 1 0 0) -> (0 1 3 0)
59353,14,3,C3+C4+F4,5,1q^3 + 1q^4 + 2q^5 + 1q^6 + 1q^7,C3: (0 0 1) -> (1 0 2) ; C4: (2 0 0 1) -> (0 1 0 2) ; F4: (2 1 0 0) -> (0 2 0 1)
59354,14,2,C3+C4,2,0,C3: (0 0 1) -> (1 0 3) ; C4: (3 0 0 1) -> (0 1 0 3)
59355,4,3,C3+C4+F4,513,1q + 1q^2,C3: (0 0 1) -> (1 1 0) ; C4: (0 0 1 0) -> (1 1 0 0) ; F4: (0 1 0 0) -> (0 0 1 1)
59356,13,2,C3+C4,3,0,C3: (0 0 1) -> (1 1 1) ; C4: (2 0 0 1) -> (0 1 1 1)
59357,14,3,C3+C4+F4,3,2q^4 + 4q^5 + 5q^6 + 5q^7 + 4q^8 + 3q^9 + 2q^10 + 1q^11,C3: (0 0 1) -> (1 1 2) ; C4: (3 0 0 1) -> (0 1 1 2) ; F4: (3 1 0 0) -> (0 2 1 1)
59359,14,3,C3+C4+F4,6,1q^2 + 2q^3 + 2q^4 + 1q^5 + 1q^6,C3: (0 0 1) -> (1 2 0) ; C4: (2 0 0 1) -> (0 1 2 0) ; F4: (1 1 0 0) -> (0 0 2 1)
59360,14,2,C3+C4,2,0,C3: (0 0 1) -> (1 2 1) ; C4: (3 0 0 1) -> (0 1 2 1)
59363,14,3,C3+C4+F4,4,1q^3 + 2q^4 + 4q^5 + 4q^6 + 3q^7 + 2q^8 + 1q^9 + 1q^10,C3: (0 0 1) -> (1 3 0) ; C4: (3 0 0 1) -> (0 1 3 0) ; F4: (2 1 0 0) -> (0 0 3 1)
59367,12,3,C3+C4+F4,21,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (0 0 1) -> (2 0 1) ; C4: (2 0 0 1) -> (0 2 0 1) ; F4: (1 1 0 0) -> (0 1 0 2)
59368,14,2,C3+C4,2,0,C3: (0 0 1) -> (2 0 2) ; C4: (3 0 0 1) -> (0 2 0 2)
59370,11,2,C3+C4,12,0,C3: (0 0 1) -> (2 1 0) ; C4: (2 0 0 1) -> (0 2 1 0)
59371,14,3,C3+C4+F4,4,2q^3 + 4q^4 + 5q^5 + 4q^6 + 3q^7 + 2q^8 + 1q^9,C3: (0 0 1) -> (2 1 1) ; C4: (3 0 0 1) -> (0 2 1 1) ; F4: (2 1 0 0) -> (0 1 1 2)
59374,13,2,C3+C4,2,0,C3: (0 0 1) -> (2 2 0) ; C4: (3 0 0 1) -> (0 2 2 0)
59375,14,2,C3+F4,2,1q^3 + 2q^4 + 6q^5 + 8q^6 + 11q^7 + 9q^8 + 8q^9 + 5q^10 + 4q^11 + 2q^12 + 1q^13,C3: (0 0 1) -> (2 2 1) ; F4: (3 1 0 0) -> (0 1 2 2)
59382,5,3,C3+C4+F4,96,1q^3,C3: (0 0 1) -> (3 0 0) ; C4: (0 0 1 0) -> (3 0 0 0) ; F4: (0 1 0 0) -> (0 0 0 3)
59383,13,2,C3+C4,2,0,C3: (0 0 1) -> (3 0 1) ; C4: (3 0 0 1) -> (0 3 0 1)
59384,14,2,C3+F4,2,1q^4 + 2q^5 + 5q^6 + 4q^7 + 5q^8 + 3q^9 + 3q^10 + 1q^11 + 1q^12,C3: (0 0 1) -> (3 0 2) ; F4: (3 1 0 0) -> (0 2 0 3)
59386,14,3,C3+C4+F4,5,1q^2 + 1q^3 + 2q^4 + 2q^5 + 1q^6 + 1q^7,C3: (0 0 1) -> (3 1 0) ; C4: (3 0 0 1) -> (0 3 1 0) ; F4: (1 1 0 0) -> (0 0 1 3)
59390,14,2,C3+F4,3,1q^3 + 2q^4 + 4q^5 + 4q^6 + 5q^7 + 3q^8 + 3q^9 + 1q^10 + 1q^11,C3: (0 0 1) -> (3 2 0) ; F4: (2 1 0 0) -> (0 0 2 3)
59394,13,2,C3+F4,2,1q^4 + 2q^5 + 6q^6 + 7q^7 + 9q^8 + 9q^9 + 7q^10 + 6q^11 + 4q^12 + 3q^13 + 1q^14 + 1q^15,C3: (0 0 1) -> (3 3 0) ; F4: (3 1 0 0) -> (0 0 3 3)
59398,14,2,C3+C4,3,0,C3: (0 0 2) -> (0 1 3) ; C4: (2 0 0 2) -> (0 0 1 3)
59399,14,3,C3+C4+F4,5,1q^2 + 1q^3 + 3q^4 + 2q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 0 2) -> (0 2 2) ; C4: (2 0 0 2) -> (0 0 2 2) ; F4: (2 2 0 0) -> (0 2 2 0)
59400,14,2,C3+C4,2,0,C3: (0 0 2) -> (0 2 3) ; C4: (3 0 0 2) -> (0 0 2 3)
59401,13,2,C3+C4,3,0,C3: (0 0 2) -> (0 3 1) ; C4: (2 0 0 2) -> (0 0 3 1)
59402,14,3,C3+C4+F4,3,1q^4 + 2q^5 + 6q^6 + 5q^7 + 6q^8 + 3q^9 + 3q^10 + 1q^11 + 1q^12,C3: (0 0 2) -> (0 3 2) ; C4: (3 0 0 2) -> (0 0 3 2) ; F4: (3 2 0 0) -> (0 2 3 0)
