class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
59404,12,3,C3+C4+F4,8,1q^3 + 1q^4 + 2q^5 + 1q^6 + 1q^7,C3: (0 0 2) -> (1 0 3) ; C4: (2 0 0 2) -> (0 1 0 3) ; F4: (2 2 0 0) -> (0 3 0 1)
59405,11,2,C3+C4,9,0,C3: (0 0 2) -> (1 1 2) ; C4: (2 0 0 2) -> (0 1 1 2)
59406,14,3,C3+C4+F4,3,2q^4 + 4q^5 + 5q^6 + 6q^7 + 5q^8 + 3q^9 + 2q^10 + 1q^11,C3: (0 0 2) -> (1 1 3) ; C4: (3 0 0 2) -> (0 1 1 3) ; F4: (3 2 0 0) -> (0 3 1 1)
59407,12,3,C3+C4+F4,15,1q^2 + 2q^3 + 3q^4 + 2q^5 + 1q^6,C3: (0 0 2) -> (1 2 1) ; C4: (2 0 0 2) -> (0 1 2 1) ; F4: (1 2 0 0) -> (0 1 2 1)
59408,14,2,C3+C4,2,0,C3: (0 0 2) -> (1 2 2) ; C4: (3 0 0 2) -> (0 1 2 2)
59410,11,2,C3+C4,9,0,C3: (0 0 2) -> (1 3 0) ; C4: (2 0 0 2) -> (0 1 3 0)
59411,14,3,C3+C4+F4,4,1q^3 + 3q^4 + 6q^5 + 7q^6 + 5q^7 + 3q^8 + 2q^9 + 1q^10,C3: (0 0 2) -> (1 3 1) ; C4: (3 0 0 2) -> (0 1 3 1) ; F4: (2 2 0 0) -> (0 1 3 1)
59414,14,2,C3+C4,2,0,C3: (0 0 2) -> (2 0 3) ; C4: (3 0 0 2) -> (0 2 0 3)
59415,14,3,C3+C4+F4,4,2q^3 + 4q^4 + 6q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,C3: (0 0 2) -> (2 1 2) ; C4: (3 0 0 2) -> (0 2 1 2) ; F4: (2 2 0 0) -> (0 2 1 2)
59417,6,3,C3+C4+F4,25,1q^2 + 1q^3 + 1q^4,C3: (0 0 2) -> (2 2 0) ; C4: (0 0 2 0) -> (2 2 0 0) ; F4: (0 2 0 0) -> (0 0 2 2)
59418,13,2,C3+C4,2,0,C3: (0 0 2) -> (2 2 1) ; C4: (3 0 0 2) -> (0 2 2 1)
59419,14,2,C3+F4,2,1q^3 + 2q^4 + 7q^5 + 10q^6 + 15q^7 + 12q^8 + 11q^9 + 6q^10 + 5q^11 + 2q^12 + 1q^13,C3: (0 0 2) -> (2 2 2) ; F4: (3 2 0 0) -> (0 2 2 2)
59421,14,3,C3+C4+F4,5,1q^3 + 3q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 0 2) -> (2 3 0) ; C4: (3 0 0 2) -> (0 2 3 0) ; F4: (1 2 0 0) -> (0 0 3 2)
59425,11,2,C3+C4,7,0,C3: (0 0 2) -> (3 0 2) ; C4: (3 0 0 2) -> (0 3 0 2)
59426,14,2,C3+F4,2,1q^4 + 2q^5 + 6q^6 + 5q^7 + 6q^8 + 4q^9 + 3q^10 + 1q^11 + 1q^12,C3: (0 0 2) -> (3 0 3) ; F4: (3 2 0 0) -> (0 3 0 3)
59427,12,3,C3+C4+F4,13,1q^2 + 2q^3 + 3q^4 + 3q^5 + 2q^6 + 1q^7,C3: (0 0 2) -> (3 1 1) ; C4: (3 0 0 2) -> (0 3 1 1) ; F4: (1 2 0 0) -> (0 1 1 3)
59430,11,2,C3+C4,7,0,C3: (0 0 2) -> (3 2 0) ; C4: (3 0 0 2) -> (0 3 2 0)
59431,14,2,C3+F4,3,1q^3 + 3q^4 + 7q^5 + 8q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 0 2) -> (3 2 1) ; F4: (2 2 0 0) -> (0 1 2 3)
59435,14,2,C3+F4,2,1q^4 + 4q^5 + 10q^6 + 15q^7 + 18q^8 + 18q^9 + 14q^10 + 10q^11 + 7q^12 + 4q^13 + 2q^14 + 1q^15,C3: (0 0 2) -> (3 3 1) ; F4: (3 2 0 0) -> (0 1 3 3)
59438,12,3,C3+C4+F4,8,1q^2 + 1q^3 + 3q^4 + 2q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 0 3) -> (0 2 3) ; C4: (2 0 0 3) -> (0 0 2 3) ; F4: (2 3 0 0) -> (0 3 2 0)
59439,11,2,C3+C4,6,0,C3: (0 0 3) -> (0 3 2) ; C4: (2 0 0 3) -> (0 0 3 2)
59440,14,3,C3+C4+F4,3,1q^4 + 2q^5 + 6q^6 + 5q^7 + 6q^8 + 4q^9 + 3q^10 + 1q^11 + 1q^12,C3: (0 0 3) -> (0 3 3) ; C4: (3 0 0 3) -> (0 0 3 3) ; F4: (3 3 0 0) -> (0 3 3 0)
59441,14,2,C3+C4,2,0,C3: (0 0 3) -> (1 2 3) ; C4: (3 0 0 3) -> (0 1 2 3)
59442,14,3,C3+C4+F4,4,1q^3 + 3q^4 + 6q^5 + 7q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,C3: (0 0 3) -> (1 3 2) ; C4: (3 0 0 3) -> (0 1 3 2) ; F4: (2 3 0 0) -> (0 2 3 1)
59444,12,3,C3+C4+F4,7,2q^3 + 4q^4 + 6q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,C3: (0 0 3) -> (2 1 3) ; C4: (3 0 0 3) -> (0 2 1 3) ; F4: (2 3 0 0) -> (0 3 1 2)
59445,11,2,C3+C4,5,0,C3: (0 0 3) -> (2 2 2) ; C4: (3 0 0 3) -> (0 2 2 2)
59446,14,2,C3+F4,2,1q^3 + 2q^4 + 7q^5 + 10q^6 + 15q^7 + 13q^8 + 12q^9 + 7q^10 + 5q^11 + 2q^12 + 1q^13,C3: (0 0 3) -> (2 2 3) ; F4: (3 3 0 0) -> (0 3 2 2)
59447,12,3,C3+C4+F4,8,1q^3 + 3q^4 + 4q^5 + 4q^6 + 2q^7 + 1q^8,C3: (0 0 3) -> (2 3 1) ; C4: (3 0 0 3) -> (0 2 3 1) ; F4: (1 3 0 0) -> (0 1 3 2)
59451,14,2,C3+F4,3,1q^3 + 3q^4 + 7q^5 + 9q^6 + 10q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,C3: (0 0 3) -> (3 2 2) ; F4: (2 3 0 0) -> (0 2 2 3)
59453,6,3,C3+C4+F4,13,1q^3 + 1q^4 + 1q^5 + 1q^6,C3: (0 0 3) -> (3 3 0) ; C4: (0 0 3 0) -> (3 3 0 0) ; F4: (0 3 0 0) -> (0 0 3 3)
59455,14,2,C3+F4,2,1q^4 + 4q^5 + 11q^6 + 17q^7 + 22q^8 + 22q^9 + 18q^10 + 13q^11 + 8q^12 + 5q^13 + 2q^14 + 1q^15,C3: (0 0 3) -> (3 3 2) ; F4: (3 3 0 0) -> (0 2 3 3)
59457,12,3,C3+C4+F4,6,1q^3 + 1q^5,C3: (0 1 0) -> (0 0 2) ; C4: (1 0 1 0) -> (0 0 0 2) ; F4: (2 0 1 0) -> (0 2 0 0)
59458,12,2,C3+C4,3,0,C3: (0 1 0) -> (0 0 3) ; C4: (2 0 1 0) -> (0 0 0 3)
59459,13,2,C3+C4,4,0,C3: (0 1 0) -> (0 1 1) ; C4: (1 0 1 0) -> (0 0 1 1)
59460,12,3,C3+C4+F4,4,1q^3 + 1q^4 + 3q^5 + 1q^6 + 2q^7 + 1q^8 + 1q^9,C3: (0 1 0) -> (0 1 2) ; C4: (2 0 1 0) -> (0 0 1 2) ; F4: (3 0 1 0) -> (0 2 1 0)
59461,13,2,C3+C4,2,0,C3: (0 1 0) -> (0 1 3) ; C4: (3 0 1 0) -> (0 0 1 3)
59462,12,3,C3+C4+F4,7,2q^2 + 1q^4,C3: (0 1 0) -> (0 2 0) ; C4: (1 0 1 0) -> (0 0 2 0) ; F4: (1 0 1 0) -> (0 0 2 0)
59463,12,2,C3+C4,3,0,C3: (0 1 0) -> (0 2 1) ; C4: (2 0 1 0) -> (0 0 2 1)
59464,13,2,C3+C4,2,3q^5 + 2q^6 + 6q^7 + 3q^8 + 5q^9 + 2q^10 + 3q^11 + 1q^12 + 1q^13,C3: (0 1 0) -> (0 2 2) ; C4: (3 0 1 0) -> (0 0 2 2)
59466,11,3,C3+C4+F4,5,1q^2 + 3q^4 + 1q^5 + 2q^6 + 1q^8,C3: (0 1 0) -> (0 3 0) ; C4: (2 0 1 0) -> (0 0 3 0) ; F4: (2 0 1 0) -> (0 0 3 0)
59467,13,2,C3+C4,2,0,C3: (0 1 0) -> (0 3 1) ; C4: (3 0 1 0) -> (0 0 3 1)
59470,9,3,C3+C4+F4,90,1q + 1q^2 + 1q^3,C3: (0 1 0) -> (1 0 1) ; C4: (1 0 1 0) -> (0 1 0 1) ; F4: (1 0 1 0) -> (0 1 0 1)
59471,12,2,C3+C4,3,0,C3: (0 1 0) -> (1 0 2) ; C4: (2 0 1 0) -> (0 1 0 2)
59472,13,2,C3+C4,2,1q^4 + 1q^5 + 3q^6 + 2q^7 + 3q^8 + 2q^9 + 2q^10 + 1q^11 + 1q^12,C3: (0 1 0) -> (1 0 3) ; C4: (3 0 1 0) -> (0 1 0 3)
59473,8,2,C3+C4,360,0,C3: (0 1 0) -> (1 1 0) ; C4: (1 0 1 0) -> (0 1 1 0)
59474,11,3,C3+C4+F4,5,1q^2 + 3q^3 + 3q^4 + 2q^5 + 2q^6 + 1q^7,C3: (0 1 0) -> (1 1 1) ; C4: (2 0 1 0) -> (0 1 1 1) ; F4: (2 0 1 0) -> (0 1 1 1)
59475,13,2,C3+C4,2,0,C3: (0 1 0) -> (1 1 2) ; C4: (3 0 1 0) -> (0 1 1 2)
59477,12,2,C3+C4,3,0,C3: (0 1 0) -> (1 2 0) ; C4: (2 0 1 0) -> (0 1 2 0)
59478,13,3,C3+C4+F4,3,1q^3 + 3q^4 + 6q^5 + 6q^6 + 6q^7 + 4q^8 + 3q^9 + 2q^10 + 1q^11,C3: (0 1 0) -> (1 2 1) ; C4: (3 0 1 0) -> (0 1 2 1) ; F4: (3 0 1 0) -> (0 1 2 1)
59481,13,2,C3+C4,2,0,C3: (0 1 0) -> (1 3 0) ; C4: (3 0 1 0) -> (0 1 3 0)
59485,12,2,C3+C4,3,0,C3: (0 1 0) -> (2 0 1) ; C4: (2 0 1 0) -> (0 2 0 1)
59486,13,3,C3+C4+F4,3,3q^4 + 2q^5 + 4q^6 + 2q^7 + 3q^8 + 1q^9 + 1q^10,C3: (0 1 0) -> (2 0 2) ; C4: (3 0 1 0) -> (0 2 0 2) ; F4: (3 0 1 0) -> (0 2 0 2)
59488,11,3,C3+C4+F4,6,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (0 1 0) -> (2 1 0) ; C4: (2 0 1 0) -> (0 2 1 0) ; F4: (1 0 1 0) -> (0 0 1 2)
59489,13,2,C3+C4,2,0,C3: (0 1 0) -> (2 1 1) ; C4: (3 0 1 0) -> (0 2 1 1)
59492,12,3,C3+C4+F4,4,3q^3 + 2q^4 + 5q^5 + 2q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 1 0) -> (2 2 0) ; C4: (3 0 1 0) -> (0 2 2 0) ; F4: (2 0 1 0) -> (0 0 2 2)
59496,12,2,C3+F4,2,1q^3 + 1q^4 + 5q^5 + 5q^6 + 8q^7 + 5q^8 + 6q^9 + 3q^10 + 3q^11 + 1q^12 + 1q^13,C3: (0 1 0) -> (2 3 0) ; F4: (3 0 1 0) -> (0 0 3 2)
59500,9,2,C3+C4,36,0,C3: (0 1 0) -> (3 0 0) ; C4: (2 0 1 0) -> (0 3 0 0)
59501,12,3,C3+C4+F4,4,1q^2 + 1q^3 + 3q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,C3: (0 1 0) -> (3 0 1) ; C4: (3 0 1 0) -> (0 3 0 1) ; F4: (2 0 1 0) -> (0 1 0 3)
59504,13,2,C3+C4,2,0,C3: (0 1 0) -> (3 1 0) ; C4: (3 0 1 0) -> (0 3 1 0)
59505,12,2,C3+F4,2,1q^3 + 3q^4 + 5q^5 + 7q^6 + 7q^7 + 6q^8 + 5q^9 + 3q^10 + 2q^11 + 1q^12,C3: (0 1 0) -> (3 1 1) ; F4: (3 0 1 0) -> (0 1 1 3)
59516,11,3,C3+C4+F4,9,1q^3 + 1q^5,C3: (0 1 1) -> (0 0 3) ; C4: (1 0 1 1) -> (0 0 0 3) ; F4: (2 1 1 0) -> (0 3 0 0)
59517,12,2,C3+C4,11,0,C3: (0 1 1) -> (0 1 2) ; C4: (1 0 1 1) -> (0 0 1 2)
59518,13,3,C3+C4+F4,4,1q^3 + 1q^4 + 3q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,C3: (0 1 1) -> (0 1 3) ; C4: (2 0 1 1) -> (0 0 1 3) ; F4: (3 1 1 0) -> (0 3 1 0)
59519,11,3,C3+C4+F4,24,2q^2 + 1q^3 + 1q^4,C3: (0 1 1) -> (0 2 1) ; C4: (1 0 1 1) -> (0 0 2 1) ; F4: (1 1 1 0) -> (0 1 2 0)
59520,13,2,C3+C4,3,0,C3: (0 1 1) -> (0 2 2) ; C4: (2 0 1 1) -> (0 0 2 2)
59521,14,2,C3+C4,2,3q^5 + 3q^6 + 7q^7 + 5q^8 + 5q^9 + 3q^10 + 3q^11 + 1q^12 + 1q^13,C3: (0 1 1) -> (0 2 3) ; C4: (3 0 1 1) -> (0 0 2 3)
59522,10,2,C3+C4,33,0,C3: (0 1 1) -> (0 3 0) ; C4: (1 0 1 1) -> (0 0 3 0)
59523,12,3,C3+C4+F4,5,1q^2 + 1q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7 + 1q^8,C3: (0 1 1) -> (0 3 1) ; C4: (2 0 1 1) -> (0 0 3 1) ; F4: (2 1 1 0) -> (0 1 3 0)
59524,14,2,C3+C4,2,0,C3: (0 1 1) -> (0 3 2) ; C4: (3 0 1 1) -> (0 0 3 2)
59526,13,2,C3+C4,3,0,C3: (0 1 1) -> (1 0 3) ; C4: (2 0 1 1) -> (0 1 0 3)
59527,12,3,C3+C4+F4,5,1q^2 + 3q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (0 1 1) -> (1 1 2) ; C4: (2 0 1 1) -> (0 1 1 2) ; F4: (2 1 1 0) -> (0 2 1 1)
59528,14,2,C3+C4,2,0,C3: (0 1 1) -> (1 1 3) ; C4: (3 0 1 1) -> (0 1 1 3)
59529,13,2,C3+C4,3,0,C3: (0 1 1) -> (1 2 1) ; C4: (2 0 1 1) -> (0 1 2 1)
59530,14,3,C3+C4+F4,3,1q^3 + 4q^4 + 8q^5 + 9q^6 + 8q^7 + 5q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 1 1) -> (1 2 2) ; C4: (3 0 1 1) -> (0 1 2 2) ; F4: (3 1 1 0) -> (0 2 2 1)
59532,12,3,C3+C4+F4,6,1q^2 + 3q^3 + 2q^4 + 1q^5 + 1q^6,C3: (0 1 1) -> (1 3 0) ; C4: (2 0 1 1) -> (0 1 3 0) ; F4: (1 1 1 0) -> (0 0 3 1)
59533,14,2,C3+C4,2,0,C3: (0 1 1) -> (1 3 1) ; C4: (3 0 1 1) -> (0 1 3 1)
59536,11,2,C3+C4,9,0,C3: (0 1 1) -> (2 0 2) ; C4: (2 0 1 1) -> (0 2 0 2)
59537,14,3,C3+C4+F4,3,3q^4 + 3q^5 + 5q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,C3: (0 1 1) -> (2 0 3) ; C4: (3 0 1 1) -> (0 2 0 3) ; F4: (3 1 1 0) -> (0 3 0 2)
59538,10,3,C3+C4+F4,21,1q + 2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (0 1 1) -> (2 1 1) ; C4: (2 0 1 1) -> (0 2 1 1) ; F4: (1 1 1 0) -> (0 1 1 2)
59539,14,2,C3+C4,2,0,C3: (0 1 1) -> (2 1 2) ; C4: (3 0 1 1) -> (0 2 1 2)
59541,11,2,C3+C4,12,0,C3: (0 1 1) -> (2 2 0) ; C4: (2 0 1 1) -> (0 2 2 0)
59542,13,3,C3+C4+F4,4,4q^3 + 6q^4 + 8q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,C3: (0 1 1) -> (2 2 1) ; C4: (3 0 1 1) -> (0 2 2 1) ; F4: (2 1 1 0) -> (0 1 2 2)
59545,14,2,C3+C4,2,0,C3: (0 1 1) -> (2 3 0) ; C4: (3 0 1 1) -> (0 2 3 0)
59546,14,2,C3+F4,2,1q^3 + 3q^4 + 9q^5 + 13q^6 + 15q^7 + 12q^8 + 9q^9 + 6q^10 + 4q^11 + 2q^12 + 1q^13,C3: (0 1 1) -> (2 3 1) ; F4: (3 1 1 0) -> (0 1 3 2)
59549,13,3,C3+C4+F4,4,1q^2 + 2q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 1 1) -> (3 0 2) ; C4: (3 0 1 1) -> (0 3 0 2) ; F4: (2 1 1 0) -> (0 2 0 3)
59551,4,3,C3+C4+F4,420,1q^2 + 1q^3,C3: (0 1 1) -> (3 1 0) ; C4: (0 1 1 0) -> (3 1 0 0) ; F4: (0 1 1 0) -> (0 0 1 3)
59552,14,2,C3+C4,2,0,C3: (0 1 1) -> (3 1 1) ; C4: (3 0 1 1) -> (0 3 1 1)
59553,14,2,C3+F4,2,1q^3 + 4q^4 + 9q^5 + 11q^6 + 11q^7 + 9q^8 + 6q^9 + 4q^10 + 2q^11 + 1q^12,C3: (0 1 1) -> (3 1 2) ; F4: (3 1 1 0) -> (0 2 1 3)
59555,13,3,C3+C4+F4,5,1q^2 + 2q^3 + 3q^4 + 3q^5 + 1q^6 + 1q^7,C3: (0 1 1) -> (3 2 0) ; C4: (3 0 1 1) -> (0 3 2 0) ; F4: (1 1 1 0) -> (0 0 2 3)
59559,13,2,C3+F4,3,1q^3 + 4q^4 + 5q^5 + 7q^6 + 6q^7 + 4q^8 + 3q^9 + 1q^10 + 1q^11,C3: (0 1 1) -> (3 3 0) ; F4: (2 1 1 0) -> (0 0 3 3)
59563,13,2,C3+C4,3,0,C3: (0 1 2) -> (0 2 3) ; C4: (2 0 1 2) -> (0 0 2 3)
59564,12,3,C3+C4+F4,5,1q^2 + 1q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 1 2) -> (0 3 2) ; C4: (2 0 1 2) -> (0 0 3 2) ; F4: (2 2 1 0) -> (0 2 3 0)
59565,14,2,C3+C4,2,0,C3: (0 1 2) -> (0 3 3) ; C4: (3 0 1 2) -> (0 0 3 3)
59566,10,3,C3+C4+F4,8,1q^2 + 3q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (0 1 2) -> (1 1 3) ; C4: (2 0 1 2) -> (0 1 1 3) ; F4: (2 2 1 0) -> (0 3 1 1)
59567,11,2,C3+C4,9,0,C3: (0 1 2) -> (1 2 2) ; C4: (2 0 1 2) -> (0 1 2 2)
59568,14,3,C3+C4+F4,3,1q^3 + 4q^4 + 8q^5 + 9q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 1 2) -> (1 2 3) ; C4: (3 0 1 2) -> (0 1 2 3) ; F4: (3 2 1 0) -> (0 3 2 1)
59569,10,3,C3+C4+F4,15,1q^2 + 3q^3 + 3q^4 + 2q^5 + 1q^6,C3: (0 1 2) -> (1 3 1) ; C4: (2 0 1 2) -> (0 1 3 1) ; F4: (1 2 1 0) -> (0 1 3 1)
59570,14,2,C3+C4,2,0,C3: (0 1 2) -> (1 3 2) ; C4: (3 0 1 2) -> (0 1 3 2)
59572,14,2,C3+C4,2,0,C3: (0 1 2) -> (2 1 3) ; C4: (3 0 1 2) -> (0 2 1 3)
59573,13,3,C3+C4+F4,4,4q^3 + 6q^4 + 9q^5 + 6q^6 + 5q^7 + 2q^8 + 1q^9,C3: (0 1 2) -> (2 2 2) ; C4: (3 0 1 2) -> (0 2 2 2) ; F4: (2 2 1 0) -> (0 2 2 2)
59575,5,3,C3+C4+F4,80,1q^2 + 1q^3 + 1q^4,C3: (0 1 2) -> (2 3 0) ; C4: (0 1 2 0) -> (2 3 0 0) ; F4: (0 2 0 1) -> (0 0 2 3)
59576,14,2,C3+C4,2,0,C3: (0 1 2) -> (2 3 1) ; C4: (3 0 1 2) -> (0 2 3 1)
59577,14,2,C3+F4,2,1q^3 + 3q^4 + 10q^5 + 15q^6 + 19q^7 + 15q^8 + 12q^9 + 7q^10 + 5q^11 + 2q^12 + 1q^13,C3: (0 1 2) -> (2 3 2) ; F4: (3 2 1 0) -> (0 2 3 2)
59579,11,3,C3+C4+F4,7,1q^2 + 2q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 1 2) -> (3 0 3) ; C4: (3 0 1 2) -> (0 3 0 3) ; F4: (2 2 1 0) -> (0 3 0 3)
59580,12,2,C3+C4,7,0,C3: (0 1 2) -> (3 1 2) ; C4: (3 0 1 2) -> (0 3 1 2)
59581,14,2,C3+F4,2,1q^3 + 4q^4 + 9q^5 + 12q^6 + 12q^7 + 10q^8 + 7q^9 + 4q^10 + 2q^11 + 1q^12,C3: (0 1 2) -> (3 1 3) ; F4: (3 2 1 0) -> (0 3 1 3)
59582,11,3,C3+C4+F4,13,1q^2 + 3q^3 + 4q^4 + 4q^5 + 2q^6 + 1q^7,C3: (0 1 2) -> (3 2 1) ; C4: (3 0 1 2) -> (0 3 2 1) ; F4: (1 2 1 0) -> (0 1 2 3)
59585,12,2,C3+C4,7,0,C3: (0 1 2) -> (3 3 0) ; C4: (3 0 1 2) -> (0 3 3 0)
59586,13,2,C3+F4,3,1q^3 + 5q^4 + 9q^5 + 11q^6 + 10q^7 + 7q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 1 2) -> (3 3 1) ; F4: (2 2 1 0) -> (0 1 3 3)
59589,10,3,C3+C4+F4,8,1q^2 + 1q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 1 3) -> (0 3 3) ; C4: (2 0 1 3) -> (0 0 3 3) ; F4: (2 3 1 0) -> (0 3 3 0)
59590,14,2,C3+C4,2,0,C3: (0 1 3) -> (1 3 3) ; C4: (3 0 1 3) -> (0 1 3 3)
59591,11,3,C3+C4+F4,7,4q^3 + 6q^4 + 9q^5 + 6q^6 + 5q^7 + 2q^8 + 1q^9,C3: (0 1 3) -> (2 2 3) ; C4: (3 0 1 3) -> (0 2 2 3) ; F4: (2 3 1 0) -> (0 3 2 2)
59592,12,2,C3+C4,5,0,C3: (0 1 3) -> (2 3 2) ; C4: (3 0 1 3) -> (0 2 3 2)
59593,14,2,C3+F4,2,1q^3 + 3q^4 + 10q^5 + 15q^6 + 19q^7 + 16q^8 + 13q^9 + 8q^10 + 5q^11 + 2q^12 + 1q^13,C3: (0 1 3) -> (2 3 3) ; F4: (3 3 1 0) -> (0 3 3 2)
59595,13,2,C3+F4,3,1q^3 + 5q^4 + 9q^5 + 12q^6 + 11q^7 + 8q^8 + 5q^9 + 2q^10 + 1q^11,C3: (0 1 3) -> (3 3 2) ; F4: (2 3 1 0) -> (0 2 3 3)
59597,12,2,C3+C4,4,0,C3: (0 2 0) -> (0 0 3) ; C4: (1 0 2 0) -> (0 0 0 3)
59598,13,3,C3+C4+F4,6,2q^3 + 1q^4 + 1q^5,C3: (0 2 0) -> (0 1 2) ; C4: (1 0 2 0) -> (0 0 1 2) ; F4: (2 0 2 0) -> (0 2 1 0)
59599,13,2,C3+C4,3,0,C3: (0 2 0) -> (0 1 3) ; C4: (2 0 2 0) -> (0 0 1 3)
59600,12,2,C3+C4,4,0,C3: (0 2 0) -> (0 2 1) ; C4: (1 0 2 0) -> (0 0 2 1)
59601,13,3,C3+C4+F4,4,2q^3 + 2q^4 + 5q^5 + 2q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 2 0) -> (0 2 2) ; C4: (2 0 2 0) -> (0 0 2 2) ; F4: (3 0 2 0) -> (0 2 2 0)
59602,12,2,C3+C4,2,0,C3: (0 2 0) -> (0 2 3) ; C4: (3 0 2 0) -> (0 0 2 3)
59603,11,3,C3+C4+F4,10,2q^2 + 1q^4,C3: (0 2 0) -> (0 3 0) ; C4: (1 0 2 0) -> (0 0 3 0) ; F4: (1 0 2 0) -> (0 0 3 0)
59604,12,2,C3+C4,3,0,C3: (0 2 0) -> (0 3 1) ; C4: (2 0 2 0) -> (0 0 3 1)
59605,12,2,C3+C4,2,4q^5 + 4q^6 + 9q^7 + 5q^8 + 6q^9 + 3q^10 + 3q^11 + 1q^12 + 1q^13,C3: (0 2 0) -> (0 3 2) ; C4: (3 0 2 0) -> (0 0 3 2)
59607,9,2,C3+C4,48,0,C3: (0 2 0) -> (1 0 2) ; C4: (1 0 2 0) -> (0 1 0 2)
59608,13,3,C3+C4+F4,4,2q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,C3: (0 2 0) -> (1 0 3) ; C4: (2 0 2 0) -> (0 1 0 3) ; F4: (3 0 2 0) -> (0 3 0 1)
59609,8,3,C3+C4+F4,288,1q + 2q^2 + 1q^3,C3: (0 2 0) -> (1 1 1) ; C4: (1 0 2 0) -> (0 1 1 1) ; F4: (1 0 2 0) -> (0 1 1 1)
59610,12,2,C3+C4,3,0,C3: (0 2 0) -> (1 1 2) ; C4: (2 0 2 0) -> (0 1 1 2)
59611,12,2,C3+C4,2,1q^4 + 4q^5 + 7q^6 + 7q^7 + 6q^8 + 5q^9 + 3q^10 + 2q^11 + 1q^12,C3: (0 2 0) -> (1 1 3) ; C4: (3 0 2 0) -> (0 1 1 3)
59612,13,3,C3+C4+F4,5,1q^2 + 4q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (0 2 0) -> (1 2 1) ; C4: (2 0 2 0) -> (0 1 2 1) ; F4: (2 0 2 0) -> (0 1 2 1)
59613,12,2,C3+C4,2,0,C3: (0 2 0) -> (1 2 2) ; C4: (3 0 2 0) -> (0 1 2 2)
59615,12,2,C3+C4,3,0,C3: (0 2 0) -> (1 3 0) ; C4: (2 0 2 0) -> (0 1 3 0)
59616,12,3,C3+C4+F4,3,1q^3 + 4q^4 + 8q^5 + 9q^6 + 7q^7 + 5q^8 + 3q^9 + 2q^10 + 1q^11,C3: (0 2 0) -> (1 3 1) ; C4: (3 0 2 0) -> (0 1 3 1) ; F4: (3 0 2 0) -> (0 1 3 1)
59619,4,2,C3+C4,240,0,C3: (0 2 0) -> (2 0 1) ; C4: (0 1 1 0) -> (2 0 0 1)
59620,13,3,C3+C4+F4,5,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (0 2 0) -> (2 0 2) ; C4: (2 0 2 0) -> (0 2 0 2) ; F4: (2 0 2 0) -> (0 2 0 2)
59621,12,2,C3+C4,2,0,C3: (0 2 0) -> (2 0 3) ; C4: (3 0 2 0) -> (0 2 0 3)
59622,12,2,C3+C4,3,0,C3: (0 2 0) -> (2 1 1) ; C4: (2 0 2 0) -> (0 2 1 1)
59623,12,3,C3+C4+F4,3,1q^3 + 6q^4 + 7q^5 + 8q^6 + 5q^7 + 4q^8 + 2q^9 + 1q^10,C3: (0 2 0) -> (2 1 2) ; C4: (3 0 2 0) -> (0 2 1 2) ; F4: (3 0 2 0) -> (0 2 1 2)
59625,13,3,C3+C4+F4,6,1q + 1q^2 + 3q^3 + 1q^4 + 1q^5,C3: (0 2 0) -> (2 2 0) ; C4: (2 0 2 0) -> (0 2 2 0) ; F4: (1 0 2 0) -> (0 0 2 2)
59626,11,2,C3+C4,2,0,C3: (0 2 0) -> (2 2 1) ; C4: (3 0 2 0) -> (0 2 2 1)
