class_id,crosses_families,type,mu,lambda
1,1,A3,7 2 5,7 2 5
1,1,A3,7 2 6,7 2 6
1,1,A3,7 2 7,7 2 7
1,1,A3,7 2 8,7 2 8
1,1,A3,7 3 0,7 3 0
1,1,A3,7 3 1,7 3 1
1,1,A3,7 3 2,7 3 2
1,1,A3,7 3 3,7 3 3
1,1,A3,7 3 4,7 3 4
1,1,A3,7 3 5,7 3 5
1,1,A3,7 3 6,7 3 6
1,1,A3,7 3 7,7 3 7
1,1,A3,7 3 8,7 3 8
1,1,A3,7 4 0,7 4 0
1,1,A3,7 4 1,7 4 1
1,1,A3,7 4 2,7 4 2
1,1,A3,7 4 3,7 4 3
1,1,A3,7 4 4,7 4 4
1,1,A3,7 4 5,7 4 5
1,1,A3,7 4 6,7 4 6
1,1,A3,7 4 7,7 4 7
1,1,A3,7 4 8,7 4 8
1,1,A3,7 5 0,7 5 0
1,1,A3,7 5 1,7 5 1
1,1,A3,7 5 2,7 5 2
1,1,A3,7 5 3,7 5 3
1,1,A3,7 5 4,7 5 4
1,1,A3,7 5 5,7 5 5
1,1,A3,7 5 6,7 5 6
1,1,A3,7 5 7,7 5 7
1,1,A3,7 5 8,7 5 8
1,1,A3,7 6 0,7 6 0
1,1,A3,7 6 1,7 6 1
1,1,A3,7 6 2,7 6 2
1,1,A3,7 6 3,7 6 3
1,1,A3,7 6 4,7 6 4
1,1,A3,7 6 5,7 6 5
1,1,A3,7 6 6,7 6 6
1,1,A3,7 6 7,7 6 7
1,1,A3,7 6 8,7 6 8
1,1,A3,7 7 0,7 7 0
1,1,A3,7 7 1,7 7 1
1,1,A3,7 7 2,7 7 2
1,1,A3,7 7 3,7 7 3
1,1,A3,7 7 4,7 7 4
1,1,A3,7 7 5,7 7 5
1,1,A3,7 7 6,7 7 6
1,1,A3,7 7 7,7 7 7
1,1,A3,7 7 8,7 7 8
1,1,A3,7 8 0,7 8 0
1,1,A3,7 8 1,7 8 1
1,1,A3,7 8 2,7 8 2
1,1,A3,7 8 3,7 8 3
1,1,A3,7 8 4,7 8 4
1,1,A3,7 8 5,7 8 5
1,1,A3,7 8 6,7 8 6
1,1,A3,7 8 7,7 8 7
1,1,A3,7 8 8,7 8 8
1,1,A3,8 0 0,8 0 0
1,1,A3,8 0 1,8 0 1
1,1,A3,8 0 2,8 0 2
1,1,A3,8 0 3,8 0 3
1,1,A3,8 0 4,8 0 4
1,1,A3,8 0 5,8 0 5
1,1,A3,8 0 6,8 0 6
1,1,A3,8 0 7,8 0 7
1,1,A3,8 0 8,8 0 8
1,1,A3,8 1 0,8 1 0
1,1,A3,8 1 1,8 1 1
1,1,A3,8 1 2,8 1 2
1,1,A3,8 1 3,8 1 3
1,1,A3,8 1 4,8 1 4
1,1,A3,8 1 5,8 1 5
1,1,A3,8 1 6,8 1 6
1,1,A3,8 1 7,8 1 7
1,1,A3,8 1 8,8 1 8
1,1,A3,8 2 0,8 2 0
1,1,A3,8 2 1,8 2 1
1,1,A3,8 2 2,8 2 2
1,1,A3,8 2 3,8 2 3
1,1,A3,8 2 4,8 2 4
1,1,A3,8 2 5,8 2 5
1,1,A3,8 2 6,8 2 6
1,1,A3,8 2 7,8 2 7
1,1,A3,8 2 8,8 2 8
1,1,A3,8 3 0,8 3 0
1,1,A3,8 3 1,8 3 1
1,1,A3,8 3 2,8 3 2
1,1,A3,8 3 3,8 3 3
1,1,A3,8 3 4,8 3 4
1,1,A3,8 3 5,8 3 5
1,1,A3,8 3 6,8 3 6
1,1,A3,8 3 7,8 3 7
1,1,A3,8 3 8,8 3 8
1,1,A3,8 4 0,8 4 0
1,1,A3,8 4 1,8 4 1
1,1,A3,8 4 2,8 4 2
1,1,A3,8 4 3,8 4 3
1,1,A3,8 4 4,8 4 4
1,1,A3,8 4 5,8 4 5
1,1,A3,8 4 6,8 4 6
1,1,A3,8 4 7,8 4 7
1,1,A3,8 4 8,8 4 8
1,1,A3,8 5 0,8 5 0
1,1,A3,8 5 1,8 5 1
1,1,A3,8 5 2,8 5 2
1,1,A3,8 5 3,8 5 3
1,1,A3,8 5 4,8 5 4
1,1,A3,8 5 5,8 5 5
1,1,A3,8 5 6,8 5 6
1,1,A3,8 5 7,8 5 7
1,1,A3,8 5 8,8 5 8
1,1,A3,8 6 0,8 6 0
1,1,A3,8 6 1,8 6 1
1,1,A3,8 6 2,8 6 2
1,1,A3,8 6 3,8 6 3
1,1,A3,8 6 4,8 6 4
1,1,A3,8 6 5,8 6 5
1,1,A3,8 6 6,8 6 6
1,1,A3,8 6 7,8 6 7
1,1,A3,8 6 8,8 6 8
1,1,A3,8 7 0,8 7 0
1,1,A3,8 7 1,8 7 1
1,1,A3,8 7 2,8 7 2
1,1,A3,8 7 3,8 7 3
1,1,A3,8 7 4,8 7 4
1,1,A3,8 7 5,8 7 5
1,1,A3,8 7 6,8 7 6
1,1,A3,8 7 7,8 7 7
1,1,A3,8 7 8,8 7 8
1,1,A3,8 8 0,8 8 0
1,1,A3,8 8 1,8 8 1
1,1,A3,8 8 2,8 8 2
1,1,A3,8 8 3,8 8 3
1,1,A3,8 8 4,8 8 4
1,1,A3,8 8 5,8 8 5
1,1,A3,8 8 6,8 8 6
1,1,A3,8 8 7,8 8 7
1,1,A3,8 8 8,8 8 8
1,1,A4,0 0 0 0,0 0 0 0
1,1,A4,0 0 0 1,0 0 0 1
1,1,A4,0 0 0 2,0 0 0 2
1,1,A4,0 0 0 3,0 0 0 3
1,1,A4,0 0 1 0,0 0 1 0
1,1,A4,0 0 1 1,0 0 1 1
1,1,A4,0 0 1 2,0 0 1 2
1,1,A4,0 0 1 3,0 0 1 3
1,1,A4,0 0 2 0,0 0 2 0
1,1,A4,0 0 2 1,0 0 2 1
1,1,A4,0 0 2 2,0 0 2 2
1,1,A4,0 0 2 3,0 0 2 3
1,1,A4,0 0 3 0,0 0 3 0
1,1,A4,0 0 3 1,0 0 3 1
1,1,A4,0 0 3 2,0 0 3 2
1,1,A4,0 0 3 3,0 0 3 3
1,1,A4,0 1 0 0,0 1 0 0
1,1,A4,0 1 0 1,0 1 0 1
1,1,A4,0 1 0 2,0 1 0 2
1,1,A4,0 1 0 3,0 1 0 3
1,1,A4,0 1 1 0,0 1 1 0
1,1,A4,0 1 1 1,0 1 1 1
1,1,A4,0 1 1 2,0 1 1 2
1,1,A4,0 1 1 3,0 1 1 3
1,1,A4,0 1 2 0,0 1 2 0
1,1,A4,0 1 2 1,0 1 2 1
1,1,A4,0 1 2 2,0 1 2 2
1,1,A4,0 1 2 3,0 1 2 3
1,1,A4,0 1 3 0,0 1 3 0
1,1,A4,0 1 3 1,0 1 3 1
1,1,A4,0 1 3 2,0 1 3 2
1,1,A4,0 1 3 3,0 1 3 3
1,1,A4,0 2 0 0,0 2 0 0
1,1,A4,0 2 0 1,0 2 0 1
1,1,A4,0 2 0 2,0 2 0 2
1,1,A4,0 2 0 3,0 2 0 3
1,1,A4,0 2 1 0,0 2 1 0
1,1,A4,0 2 1 1,0 2 1 1
1,1,A4,0 2 1 2,0 2 1 2
1,1,A4,0 2 1 3,0 2 1 3
1,1,A4,0 2 2 0,0 2 2 0
1,1,A4,0 2 2 1,0 2 2 1
1,1,A4,0 2 2 2,0 2 2 2
1,1,A4,0 2 2 3,0 2 2 3
1,1,A4,0 2 3 0,0 2 3 0
1,1,A4,0 2 3 1,0 2 3 1
1,1,A4,0 2 3 2,0 2 3 2
1,1,A4,0 2 3 3,0 2 3 3
1,1,A4,0 3 0 0,0 3 0 0
1,1,A4,0 3 0 1,0 3 0 1
1,1,A4,0 3 0 2,0 3 0 2
1,1,A4,0 3 0 3,0 3 0 3
1,1,A4,0 3 1 0,0 3 1 0
1,1,A4,0 3 1 1,0 3 1 1
1,1,A4,0 3 1 2,0 3 1 2
1,1,A4,0 3 1 3,0 3 1 3
1,1,A4,0 3 2 0,0 3 2 0
1,1,A4,0 3 2 1,0 3 2 1
1,1,A4,0 3 2 2,0 3 2 2
1,1,A4,0 3 2 3,0 3 2 3
1,1,A4,0 3 3 0,0 3 3 0
1,1,A4,0 3 3 1,0 3 3 1
1,1,A4,0 3 3 2,0 3 3 2
1,1,A4,0 3 3 3,0 3 3 3
1,1,A4,1 0 0 0,1 0 0 0
1,1,A4,1 0 0 1,1 0 0 1
1,1,A4,1 0 0 2,1 0 0 2
1,1,A4,1 0 0 3,1 0 0 3
1,1,A4,1 0 1 0,1 0 1 0
1,1,A4,1 0 1 1,1 0 1 1
1,1,A4,1 0 1 2,1 0 1 2
1,1,A4,1 0 1 3,1 0 1 3
1,1,A4,1 0 2 0,1 0 2 0
1,1,A4,1 0 2 1,1 0 2 1
1,1,A4,1 0 2 2,1 0 2 2
1,1,A4,1 0 2 3,1 0 2 3
1,1,A4,1 0 3 0,1 0 3 0
1,1,A4,1 0 3 1,1 0 3 1
1,1,A4,1 0 3 2,1 0 3 2
1,1,A4,1 0 3 3,1 0 3 3
1,1,A4,1 1 0 0,1 1 0 0
1,1,A4,1 1 0 1,1 1 0 1
1,1,A4,1 1 0 2,1 1 0 2
1,1,A4,1 1 0 3,1 1 0 3
1,1,A4,1 1 1 0,1 1 1 0
1,1,A4,1 1 1 1,1 1 1 1
1,1,A4,1 1 1 2,1 1 1 2
1,1,A4,1 1 1 3,1 1 1 3
1,1,A4,1 1 2 0,1 1 2 0
1,1,A4,1 1 2 1,1 1 2 1
1,1,A4,1 1 2 2,1 1 2 2
1,1,A4,1 1 2 3,1 1 2 3
1,1,A4,1 1 3 0,1 1 3 0
1,1,A4,1 1 3 1,1 1 3 1
1,1,A4,1 1 3 2,1 1 3 2
1,1,A4,1 1 3 3,1 1 3 3
1,1,A4,1 2 0 0,1 2 0 0
1,1,A4,1 2 0 1,1 2 0 1
1,1,A4,1 2 0 2,1 2 0 2
1,1,A4,1 2 0 3,1 2 0 3
1,1,A4,1 2 1 0,1 2 1 0
1,1,A4,1 2 1 1,1 2 1 1
1,1,A4,1 2 1 2,1 2 1 2
1,1,A4,1 2 1 3,1 2 1 3
1,1,A4,1 2 2 0,1 2 2 0
1,1,A4,1 2 2 1,1 2 2 1
1,1,A4,1 2 2 2,1 2 2 2
1,1,A4,1 2 2 3,1 2 2 3
1,1,A4,1 2 3 0,1 2 3 0
1,1,A4,1 2 3 1,1 2 3 1
1,1,A4,1 2 3 2,1 2 3 2
1,1,A4,1 2 3 3,1 2 3 3
1,1,A4,1 3 0 0,1 3 0 0
1,1,A4,1 3 0 1,1 3 0 1
1,1,A4,1 3 0 2,1 3 0 2
1,1,A4,1 3 0 3,1 3 0 3
1,1,A4,1 3 1 0,1 3 1 0
1,1,A4,1 3 1 1,1 3 1 1
1,1,A4,1 3 1 2,1 3 1 2
1,1,A4,1 3 1 3,1 3 1 3
1,1,A4,1 3 2 0,1 3 2 0
1,1,A4,1 3 2 1,1 3 2 1
1,1,A4,1 3 2 2,1 3 2 2
1,1,A4,1 3 2 3,1 3 2 3
1,1,A4,1 3 3 0,1 3 3 0
1,1,A4,1 3 3 1,1 3 3 1
1,1,A4,1 3 3 2,1 3 3 2
1,1,A4,1 3 3 3,1 3 3 3
1,1,A4,2 0 0 0,2 0 0 0
1,1,A4,2 0 0 1,2 0 0 1
1,1,A4,2 0 0 2,2 0 0 2
1,1,A4,2 0 0 3,2 0 0 3
1,1,A4,2 0 1 0,2 0 1 0
1,1,A4,2 0 1 1,2 0 1 1
1,1,A4,2 0 1 2,2 0 1 2
1,1,A4,2 0 1 3,2 0 1 3
1,1,A4,2 0 2 0,2 0 2 0
1,1,A4,2 0 2 1,2 0 2 1
1,1,A4,2 0 2 2,2 0 2 2
1,1,A4,2 0 2 3,2 0 2 3
1,1,A4,2 0 3 0,2 0 3 0
1,1,A4,2 0 3 1,2 0 3 1
1,1,A4,2 0 3 2,2 0 3 2
1,1,A4,2 0 3 3,2 0 3 3
1,1,A4,2 1 0 0,2 1 0 0
1,1,A4,2 1 0 1,2 1 0 1
1,1,A4,2 1 0 2,2 1 0 2
1,1,A4,2 1 0 3,2 1 0 3
1,1,A4,2 1 1 0,2 1 1 0
1,1,A4,2 1 1 1,2 1 1 1
1,1,A4,2 1 1 2,2 1 1 2
1,1,A4,2 1 1 3,2 1 1 3
1,1,A4,2 1 2 0,2 1 2 0
1,1,A4,2 1 2 1,2 1 2 1
1,1,A4,2 1 2 2,2 1 2 2
1,1,A4,2 1 2 3,2 1 2 3
1,1,A4,2 1 3 0,2 1 3 0
1,1,A4,2 1 3 1,2 1 3 1
1,1,A4,2 1 3 2,2 1 3 2
1,1,A4,2 1 3 3,2 1 3 3
1,1,A4,2 2 0 0,2 2 0 0
1,1,A4,2 2 0 1,2 2 0 1
1,1,A4,2 2 0 2,2 2 0 2
1,1,A4,2 2 0 3,2 2 0 3
1,1,A4,2 2 1 0,2 2 1 0
1,1,A4,2 2 1 1,2 2 1 1
1,1,A4,2 2 1 2,2 2 1 2
1,1,A4,2 2 1 3,2 2 1 3
1,1,A4,2 2 2 0,2 2 2 0
1,1,A4,2 2 2 1,2 2 2 1
1,1,A4,2 2 2 2,2 2 2 2
1,1,A4,2 2 2 3,2 2 2 3
1,1,A4,2 2 3 0,2 2 3 0
1,1,A4,2 2 3 1,2 2 3 1
1,1,A4,2 2 3 2,2 2 3 2
1,1,A4,2 2 3 3,2 2 3 3
1,1,A4,2 3 0 0,2 3 0 0
1,1,A4,2 3 0 1,2 3 0 1
1,1,A4,2 3 0 2,2 3 0 2
1,1,A4,2 3 0 3,2 3 0 3
1,1,A4,2 3 1 0,2 3 1 0
1,1,A4,2 3 1 1,2 3 1 1
1,1,A4,2 3 1 2,2 3 1 2
1,1,A4,2 3 1 3,2 3 1 3
1,1,A4,2 3 2 0,2 3 2 0
1,1,A4,2 3 2 1,2 3 2 1
1,1,A4,2 3 2 2,2 3 2 2
1,1,A4,2 3 2 3,2 3 2 3
1,1,A4,2 3 3 0,2 3 3 0
1,1,A4,2 3 3 1,2 3 3 1
1,1,A4,2 3 3 2,2 3 3 2
1,1,A4,2 3 3 3,2 3 3 3
1,1,A4,3 0 0 0,3 0 0 0
1,1,A4,3 0 0 1,3 0 0 1
1,1,A4,3 0 0 2,3 0 0 2
1,1,A4,3 0 0 3,3 0 0 3
1,1,A4,3 0 1 0,3 0 1 0
1,1,A4,3 0 1 1,3 0 1 1
1,1,A4,3 0 1 2,3 0 1 2
1,1,A4,3 0 1 3,3 0 1 3
1,1,A4,3 0 2 0,3 0 2 0
1,1,A4,3 0 2 1,3 0 2 1
1,1,A4,3 0 2 2,3 0 2 2
1,1,A4,3 0 2 3,3 0 2 3
1,1,A4,3 0 3 0,3 0 3 0
1,1,A4,3 0 3 1,3 0 3 1
1,1,A4,3 0 3 2,3 0 3 2
1,1,A4,3 0 3 3,3 0 3 3
1,1,A4,3 1 0 0,3 1 0 0
1,1,A4,3 1 0 1,3 1 0 1
1,1,A4,3 1 0 2,3 1 0 2
1,1,A4,3 1 0 3,3 1 0 3
1,1,A4,3 1 1 0,3 1 1 0
1,1,A4,3 1 1 1,3 1 1 1
1,1,A4,3 1 1 2,3 1 1 2
1,1,A4,3 1 1 3,3 1 1 3
1,1,A4,3 1 2 0,3 1 2 0
1,1,A4,3 1 2 1,3 1 2 1
1,1,A4,3 1 2 2,3 1 2 2
1,1,A4,3 1 2 3,3 1 2 3
1,1,A4,3 1 3 0,3 1 3 0
1,1,A4,3 1 3 1,3 1 3 1
1,1,A4,3 1 3 2,3 1 3 2
1,1,A4,3 1 3 3,3 1 3 3
1,1,A4,3 2 0 0,3 2 0 0
1,1,A4,3 2 0 1,3 2 0 1
1,1,A4,3 2 0 2,3 2 0 2
1,1,A4,3 2 0 3,3 2 0 3
1,1,A4,3 2 1 0,3 2 1 0
1,1,A4,3 2 1 1,3 2 1 1
1,1,A4,3 2 1 2,3 2 1 2
1,1,A4,3 2 1 3,3 2 1 3
1,1,A4,3 2 2 0,3 2 2 0
1,1,A4,3 2 2 1,3 2 2 1
1,1,A4,3 2 2 2,3 2 2 2
1,1,A4,3 2 2 3,3 2 2 3
1,1,A4,3 2 3 0,3 2 3 0
1,1,A4,3 2 3 1,3 2 3 1
1,1,A4,3 2 3 2,3 2 3 2
1,1,A4,3 2 3 3,3 2 3 3
1,1,A4,3 3 0 0,3 3 0 0
1,1,A4,3 3 0 1,3 3 0 1
1,1,A4,3 3 0 2,3 3 0 2
1,1,A4,3 3 0 3,3 3 0 3
1,1,A4,3 3 1 0,3 3 1 0
1,1,A4,3 3 1 1,3 3 1 1
1,1,A4,3 3 1 2,3 3 1 2
1,1,A4,3 3 1 3,3 3 1 3
1,1,A4,3 3 2 0,3 3 2 0
1,1,A4,3 3 2 1,3 3 2 1
1,1,A4,3 3 2 2,3 3 2 2
1,1,A4,3 3 2 3,3 3 2 3
1,1,A4,3 3 3 0,3 3 3 0
1,1,A4,3 3 3 1,3 3 3 1
1,1,A4,3 3 3 2,3 3 3 2
1,1,A4,3 3 3 3,3 3 3 3
1,1,A5,0 0 0 0 0,0 0 0 0 0
1,1,A5,0 0 0 0 1,0 0 0 0 1
1,1,A5,0 0 0 1 0,0 0 0 1 0
1,1,A5,0 0 0 1 1,0 0 0 1 1
1,1,A5,0 0 1 0 0,0 0 1 0 0
1,1,A5,0 0 1 0 1,0 0 1 0 1
1,1,A5,0 0 1 1 0,0 0 1 1 0
1,1,A5,0 0 1 1 1,0 0 1 1 1
1,1,A5,0 1 0 0 0,0 1 0 0 0
1,1,A5,0 1 0 0 1,0 1 0 0 1
1,1,A5,0 1 0 1 0,0 1 0 1 0
1,1,A5,0 1 0 1 1,0 1 0 1 1
1,1,A5,0 1 1 0 0,0 1 1 0 0
1,1,A5,0 1 1 0 1,0 1 1 0 1
1,1,A5,0 1 1 1 0,0 1 1 1 0
1,1,A5,0 1 1 1 1,0 1 1 1 1
1,1,A5,1 0 0 0 0,1 0 0 0 0
1,1,A5,1 0 0 0 1,1 0 0 0 1
1,1,A5,1 0 0 1 0,1 0 0 1 0
1,1,A5,1 0 0 1 1,1 0 0 1 1
1,1,A5,1 0 1 0 0,1 0 1 0 0
1,1,A5,1 0 1 0 1,1 0 1 0 1
1,1,A5,1 0 1 1 0,1 0 1 1 0
1,1,A5,1 0 1 1 1,1 0 1 1 1
1,1,A5,1 1 0 0 0,1 1 0 0 0
1,1,A5,1 1 0 0 1,1 1 0 0 1
1,1,A5,1 1 0 1 0,1 1 0 1 0
1,1,A5,1 1 0 1 1,1 1 0 1 1
1,1,A5,1 1 1 0 0,1 1 1 0 0
1,1,A5,1 1 1 0 1,1 1 1 0 1
1,1,A5,1 1 1 1 0,1 1 1 1 0
1,1,A5,1 1 1 1 1,1 1 1 1 1
1,1,B2,0 0,0 0
1,1,B2,0 10,0 10
1,1,B2,0 11,0 11
1,1,B2,0 12,0 12
1,1,B2,0 1,0 1
1,1,B2,0 2,0 2
1,1,B2,0 3,0 3
1,1,B2,0 4,0 4
1,1,B2,0 5,0 5
1,1,B2,0 6,0 6
1,1,B2,0 7,0 7
1,1,B2,0 8,0 8
1,1,B2,0 9,0 9
1,1,B2,1 0,1 0
1,1,B2,1 10,1 10
1,1,B2,1 11,1 11
1,1,B2,1 12,1 12
1,1,B2,1 1,1 1
1,1,B2,1 2,1 2
1,1,B2,1 3,1 3
1,1,B2,1 4,1 4
1,1,B2,1 5,1 5
1,1,B2,1 6,1 6
1,1,B2,1 7,1 7
1,1,B2,1 8,1 8
1,1,B2,1 9,1 9
1,1,B2,10 0,10 0
1,1,B2,10 10,10 10
1,1,B2,10 11,10 11
1,1,B2,10 12,10 12
1,1,B2,10 1,10 1
1,1,B2,10 2,10 2
1,1,B2,10 3,10 3
1,1,B2,10 4,10 4
1,1,B2,10 5,10 5
1,1,B2,10 6,10 6
1,1,B2,10 7,10 7
1,1,B2,10 8,10 8
1,1,B2,10 9,10 9
1,1,B2,11 0,11 0
1,1,B2,11 10,11 10
1,1,B2,11 11,11 11
1,1,B2,11 12,11 12
1,1,B2,11 1,11 1
1,1,B2,11 2,11 2
1,1,B2,11 3,11 3
1,1,B2,11 4,11 4
1,1,B2,11 5,11 5
1,1,B2,11 6,11 6
1,1,B2,11 7,11 7
1,1,B2,11 8,11 8
1,1,B2,11 9,11 9
1,1,B2,12 0,12 0
1,1,B2,12 10,12 10
1,1,B2,12 11,12 11
1,1,B2,12 12,12 12
1,1,B2,12 1,12 1
1,1,B2,12 2,12 2
1,1,B2,12 3,12 3
1,1,B2,12 4,12 4
1,1,B2,12 5,12 5
1,1,B2,12 6,12 6
1,1,B2,12 7,12 7
1,1,B2,12 8,12 8
1,1,B2,12 9,12 9
1,1,B2,2 0,2 0
1,1,B2,2 10,2 10
1,1,B2,2 11,2 11
1,1,B2,2 12,2 12
1,1,B2,2 1,2 1
1,1,B2,2 2,2 2
1,1,B2,2 3,2 3
1,1,B2,2 4,2 4
1,1,B2,2 5,2 5
1,1,B2,2 6,2 6
1,1,B2,2 7,2 7
1,1,B2,2 8,2 8
1,1,B2,2 9,2 9
1,1,B2,3 0,3 0
1,1,B2,3 10,3 10
1,1,B2,3 11,3 11
1,1,B2,3 12,3 12
1,1,B2,3 1,3 1
1,1,B2,3 2,3 2
1,1,B2,3 3,3 3
1,1,B2,3 4,3 4
1,1,B2,3 5,3 5
1,1,B2,3 6,3 6
1,1,B2,3 7,3 7
1,1,B2,3 8,3 8
1,1,B2,3 9,3 9
1,1,B2,4 0,4 0
1,1,B2,4 10,4 10
1,1,B2,4 11,4 11
1,1,B2,4 12,4 12
1,1,B2,4 1,4 1
1,1,B2,4 2,4 2
1,1,B2,4 3,4 3
1,1,B2,4 4,4 4
1,1,B2,4 5,4 5
1,1,B2,4 6,4 6
1,1,B2,4 7,4 7
1,1,B2,4 8,4 8
1,1,B2,4 9,4 9
1,1,B2,5 0,5 0
1,1,B2,5 10,5 10
1,1,B2,5 11,5 11
1,1,B2,5 12,5 12
1,1,B2,5 1,5 1
1,1,B2,5 2,5 2
1,1,B2,5 3,5 3
1,1,B2,5 4,5 4
1,1,B2,5 5,5 5
1,1,B2,5 6,5 6
1,1,B2,5 7,5 7
1,1,B2,5 8,5 8
1,1,B2,5 9,5 9
1,1,B2,6 0,6 0
1,1,B2,6 10,6 10
1,1,B2,6 11,6 11
1,1,B2,6 12,6 12
1,1,B2,6 1,6 1
1,1,B2,6 2,6 2
1,1,B2,6 3,6 3
1,1,B2,6 4,6 4
1,1,B2,6 5,6 5
1,1,B2,6 6,6 6
1,1,B2,6 7,6 7
1,1,B2,6 8,6 8
1,1,B2,6 9,6 9
1,1,B2,7 0,7 0
1,1,B2,7 10,7 10
1,1,B2,7 11,7 11
1,1,B2,7 12,7 12
1,1,B2,7 1,7 1
1,1,B2,7 2,7 2
1,1,B2,7 3,7 3
1,1,B2,7 4,7 4
1,1,B2,7 5,7 5
1,1,B2,7 6,7 6
1,1,B2,7 7,7 7
1,1,B2,7 8,7 8
1,1,B2,7 9,7 9
1,1,B2,8 0,8 0
1,1,B2,8 10,8 10
1,1,B2,8 11,8 11
1,1,B2,8 12,8 12
1,1,B2,8 1,8 1
1,1,B2,8 2,8 2
1,1,B2,8 3,8 3
1,1,B2,8 4,8 4
1,1,B2,8 5,8 5
1,1,B2,8 6,8 6
1,1,B2,8 7,8 7
1,1,B2,8 8,8 8
1,1,B2,8 9,8 9
1,1,B2,9 0,9 0
1,1,B2,9 10,9 10
1,1,B2,9 11,9 11
1,1,B2,9 12,9 12
1,1,B2,9 1,9 1
1,1,B2,9 2,9 2
1,1,B2,9 3,9 3
1,1,B2,9 4,9 4
1,1,B2,9 5,9 5
1,1,B2,9 6,9 6
1,1,B2,9 7,9 7
1,1,B2,9 8,9 8
1,1,B2,9 9,9 9
1,1,B3,0 0 0,0 0 0
1,1,B3,0 0 1,0 0 1
1,1,B3,0 0 2,0 0 2
1,1,B3,0 0 3,0 0 3
1,1,B3,0 0 4,0 0 4
1,1,B3,0 0 5,0 0 5
1,1,B3,0 0 6,0 0 6
1,1,B3,0 1 0,0 1 0
1,1,B3,0 1 1,0 1 1
1,1,B3,0 1 2,0 1 2
1,1,B3,0 1 3,0 1 3
1,1,B3,0 1 4,0 1 4
1,1,B3,0 1 5,0 1 5
1,1,B3,0 1 6,0 1 6
1,1,B3,0 2 0,0 2 0
1,1,B3,0 2 1,0 2 1
1,1,B3,0 2 2,0 2 2
1,1,B3,0 2 3,0 2 3
1,1,B3,0 2 4,0 2 4
1,1,B3,0 2 5,0 2 5
1,1,B3,0 2 6,0 2 6
1,1,B3,0 3 0,0 3 0
1,1,B3,0 3 1,0 3 1
1,1,B3,0 3 2,0 3 2
1,1,B3,0 3 3,0 3 3
1,1,B3,0 3 4,0 3 4
1,1,B3,0 3 5,0 3 5
1,1,B3,0 3 6,0 3 6
1,1,B3,0 4 0,0 4 0
1,1,B3,0 4 1,0 4 1
1,1,B3,0 4 2,0 4 2
1,1,B3,0 4 3,0 4 3
1,1,B3,0 4 4,0 4 4
1,1,B3,0 4 5,0 4 5
1,1,B3,0 4 6,0 4 6
1,1,B3,0 5 0,0 5 0
1,1,B3,0 5 1,0 5 1
1,1,B3,0 5 2,0 5 2
1,1,B3,0 5 3,0 5 3
1,1,B3,0 5 4,0 5 4
1,1,B3,0 5 5,0 5 5
1,1,B3,0 5 6,0 5 6
1,1,B3,0 6 0,0 6 0
1,1,B3,0 6 1,0 6 1
1,1,B3,0 6 2,0 6 2
1,1,B3,0 6 3,0 6 3
1,1,B3,0 6 4,0 6 4
1,1,B3,0 6 5,0 6 5
1,1,B3,0 6 6,0 6 6
1,1,B3,1 0 0,1 0 0
1,1,B3,1 0 1,1 0 1
1,1,B3,1 0 2,1 0 2
1,1,B3,1 0 3,1 0 3
1,1,B3,1 0 4,1 0 4
1,1,B3,1 0 5,1 0 5
1,1,B3,1 0 6,1 0 6
1,1,B3,1 1 0,1 1 0
1,1,B3,1 1 1,1 1 1
1,1,B3,1 1 2,1 1 2
1,1,B3,1 1 3,1 1 3
1,1,B3,1 1 4,1 1 4
1,1,B3,1 1 5,1 1 5
1,1,B3,1 1 6,1 1 6
1,1,B3,1 2 0,1 2 0
1,1,B3,1 2 1,1 2 1
1,1,B3,1 2 2,1 2 2
1,1,B3,1 2 3,1 2 3
1,1,B3,1 2 4,1 2 4
1,1,B3,1 2 5,1 2 5
1,1,B3,1 2 6,1 2 6
1,1,B3,1 3 0,1 3 0
1,1,B3,1 3 1,1 3 1
1,1,B3,1 3 2,1 3 2
1,1,B3,1 3 3,1 3 3
1,1,B3,1 3 4,1 3 4
1,1,B3,1 3 5,1 3 5
1,1,B3,1 3 6,1 3 6
1,1,B3,1 4 0,1 4 0
1,1,B3,1 4 1,1 4 1
1,1,B3,1 4 2,1 4 2
1,1,B3,1 4 3,1 4 3
1,1,B3,1 4 4,1 4 4
1,1,B3,1 4 5,1 4 5
1,1,B3,1 4 6,1 4 6
1,1,B3,1 5 0,1 5 0
1,1,B3,1 5 1,1 5 1
1,1,B3,1 5 2,1 5 2
1,1,B3,1 5 3,1 5 3
1,1,B3,1 5 4,1 5 4
1,1,B3,1 5 5,1 5 5
1,1,B3,1 5 6,1 5 6
1,1,B3,1 6 0,1 6 0
1,1,B3,1 6 1,1 6 1
1,1,B3,1 6 2,1 6 2
1,1,B3,1 6 3,1 6 3
1,1,B3,1 6 4,1 6 4
1,1,B3,1 6 5,1 6 5
1,1,B3,1 6 6,1 6 6
1,1,B3,2 0 0,2 0 0
1,1,B3,2 0 1,2 0 1
1,1,B3,2 0 2,2 0 2
1,1,B3,2 0 3,2 0 3
1,1,B3,2 0 4,2 0 4
1,1,B3,2 0 5,2 0 5
1,1,B3,2 0 6,2 0 6
1,1,B3,2 1 0,2 1 0
1,1,B3,2 1 1,2 1 1
1,1,B3,2 1 2,2 1 2
