class_id,crosses_families,type,mu,lambda
1345,1,B4,0 3 0 0,0 0 2 2
1345,1,B4,1 3 0 0,1 0 2 2
1345,1,B4,2 3 0 0,2 0 2 2
1345,1,B4,3 3 0 0,3 0 2 2
1345,1,C3,4 0 0,0 2 2
1345,1,C3,5 0 0,1 2 2
1345,1,C3,6 0 0,2 2 2
1346,1,B2,0 0,2 3
1346,1,C3,5 0 0,0 3 2
1346,1,C3,6 0 0,1 3 2
1347,1,B2,0 0,2 4
1347,1,B3,4 0 0,0 2 4
1347,1,B3,5 0 0,1 2 4
1347,1,B3,6 0 0,2 2 4
1347,1,C3,6 0 0,0 4 2
1348,1,B2,0 0,3 0
1348,1,B3,3 0 0,0 3 0
1348,1,B3,4 0 0,1 3 0
1348,1,B3,5 0 0,2 3 0
1348,1,B3,6 0 0,3 3 0
1348,1,B4,0 3 0 0,0 0 3 0
1348,1,B4,1 3 0 0,1 0 3 0
1348,1,B4,2 3 0 0,2 0 3 0
1348,1,B4,3 3 0 0,3 0 3 0
1348,1,C3,3 0 0,0 0 3
1348,1,C3,4 0 0,1 0 3
1348,1,C3,5 0 0,2 0 3
1348,1,C3,6 0 0,3 0 3
1348,1,C4,0 3 0 0,0 0 0 3
1348,1,C4,1 3 0 0,1 0 0 3
1348,1,C4,2 3 0 0,2 0 0 3
1348,1,C4,3 3 0 0,3 0 0 3
1348,1,F4,3 0 0 3,0 3 0 0
1349,1,B2,0 0,3 1
1349,1,C3,4 0 0,0 1 3
1349,1,C3,5 0 0,1 1 3
1349,1,C3,6 0 0,2 1 3
1350,1,B2,0 0,3 2
1350,1,B3,4 0 0,0 3 2
1350,1,B3,5 0 0,1 3 2
1350,1,B3,6 0 0,2 3 2
1350,1,C3,5 0 0,0 2 3
1350,1,C3,6 0 0,1 2 3
1351,1,B2,0 0,3 3
1351,1,C3,6 0 0,0 3 3
1352,0,B2,0 0,3 4
1352,0,B3,5 0 0,0 3 4
1352,0,B3,6 0 0,1 3 4
1353,1,B2,0 0,4 0
1353,1,B3,4 0 0,0 4 0
1353,1,B3,5 0 0,1 4 0
1353,1,B3,6 0 0,2 4 0
1353,1,C3,4 0 0,0 0 4
1353,1,C3,5 0 0,1 0 4
1353,1,C3,6 0 0,2 0 4
1354,1,B2,0 0,4 1
1354,1,C3,5 0 0,0 1 4
1354,1,C3,6 0 0,1 1 4
1355,1,B2,0 0,4 2
1355,1,B3,5 0 0,0 4 2
1355,1,B3,6 0 0,1 4 2
1355,1,C3,6 0 0,0 2 4
1357,0,B2,0 0,4 4
1357,0,B3,6 0 0,0 4 4
1358,1,B2,0 10,0 12
1358,1,B2,0 1,0 3
1358,1,B2,0 2,0 4
1358,1,B2,0 3,0 5
1358,1,B2,0 4,0 6
1358,1,B2,0 5,0 7
1358,1,B2,0 6,0 8
1358,1,B2,0 7,0 9
1358,1,B2,0 8,0 10
1358,1,B2,0 9,0 11
1358,1,B3,1 0 1,0 0 3
1358,1,B3,1 0 2,0 0 4
1358,1,B3,1 0 3,0 0 5
1358,1,B3,1 0 4,0 0 6
1358,1,B3,2 0 1,1 0 3
1358,1,B3,2 0 2,1 0 4
1358,1,B3,2 0 3,1 0 5
1358,1,B3,2 0 4,1 0 6
1358,1,B3,3 0 1,2 0 3
1358,1,B3,3 0 2,2 0 4
1358,1,B3,3 0 3,2 0 5
1358,1,B3,3 0 4,2 0 6
1358,1,B3,4 0 1,3 0 3
1358,1,B3,4 0 2,3 0 4
1358,1,B3,4 0 3,3 0 5
1358,1,B3,4 0 4,3 0 6
1358,1,B3,5 0 1,4 0 3
1358,1,B3,5 0 2,4 0 4
1358,1,B3,5 0 3,4 0 5
1358,1,B3,5 0 4,4 0 6
1358,1,B3,6 0 1,5 0 3
1358,1,B3,6 0 2,5 0 4
1358,1,B3,6 0 3,5 0 5
1358,1,B3,6 0 4,5 0 6
1358,1,B4,0 1 0 1,0 0 0 3
1358,1,B4,0 2 0 1,0 1 0 3
1358,1,B4,0 3 0 1,0 2 0 3
1358,1,B4,1 1 0 1,1 0 0 3
1358,1,B4,1 2 0 1,1 1 0 3
1358,1,B4,1 3 0 1,1 2 0 3
1358,1,B4,2 1 0 1,2 0 0 3
1358,1,B4,2 2 0 1,2 1 0 3
1358,1,B4,2 3 0 1,2 2 0 3
1358,1,B4,3 1 0 1,3 0 0 3
1358,1,B4,3 2 0 1,3 1 0 3
1358,1,B4,3 3 0 1,3 2 0 3
1358,1,C3,2 1 0,0 3 0
1358,1,C3,2 2 0,0 4 0
1358,1,C3,2 3 0,0 5 0
1358,1,C3,2 4 0,0 6 0
1358,1,C3,3 1 0,1 3 0
1358,1,C3,3 2 0,1 4 0
1358,1,C3,3 3 0,1 5 0
1358,1,C3,3 4 0,1 6 0
1358,1,C3,4 1 0,2 3 0
1358,1,C3,4 2 0,2 4 0
1358,1,C3,4 3 0,2 5 0
1358,1,C3,4 4 0,2 6 0
1358,1,C3,5 1 0,3 3 0
1358,1,C3,5 2 0,3 4 0
1358,1,C3,5 3 0,3 5 0
1358,1,C3,5 4 0,3 6 0
1358,1,C3,6 1 0,4 3 0
1358,1,C3,6 2 0,4 4 0
1358,1,C3,6 3 0,4 5 0
1358,1,C3,6 4 0,4 6 0
1358,1,C4,0 2 1 0,0 0 3 0
1358,1,C4,0 3 1 0,0 1 3 0
1358,1,C4,1 2 1 0,1 0 3 0
1358,1,C4,1 3 1 0,1 1 3 0
1358,1,C4,2 2 1 0,2 0 3 0
1358,1,C4,2 3 1 0,2 1 3 0
1358,1,C4,3 2 1 0,3 0 3 0
1358,1,C4,3 3 1 0,3 1 3 0
1358,1,F4,1 0 1 2,0 0 3 0
1358,1,F4,1 0 1 3,0 0 3 1
1358,1,F4,2 0 1 2,1 0 3 0
1358,1,F4,2 0 1 3,1 0 3 1
1358,1,F4,3 0 1 2,2 0 3 0
1358,1,F4,3 0 1 3,2 0 3 1
1359,1,B2,0 1,0 4
1359,1,C3,3 1 0,0 4 0
1359,1,C3,4 1 0,1 4 0
1359,1,C3,5 1 0,2 4 0
1359,1,C3,6 1 0,3 4 0
1360,1,B2,0 10,1 10
1360,1,B2,0 11,1 11
1360,1,B2,0 12,1 12
1360,1,B2,0 1,1 1
1360,1,B2,0 2,1 2
1360,1,B2,0 3,1 3
1360,1,B2,0 4,1 4
1360,1,B2,0 5,1 5
1360,1,B2,0 6,1 6
1360,1,B2,0 7,1 7
1360,1,B2,0 8,1 8
1360,1,B2,0 9,1 9
1360,1,B2,1 10,2 10
1360,1,B2,1 11,2 11
1360,1,B2,1 12,2 12
1360,1,B2,1 1,2 1
1360,1,B2,1 2,2 2
1360,1,B2,1 3,2 3
1360,1,B2,1 4,2 4
1360,1,B2,1 5,2 5
1360,1,B2,1 6,2 6
1360,1,B2,1 7,2 7
1360,1,B2,1 8,2 8
1360,1,B2,1 9,2 9
1360,1,B2,10 10,11 10
1360,1,B2,10 11,11 11
1360,1,B2,10 12,11 12
1360,1,B2,10 1,11 1
1360,1,B2,10 2,11 2
1360,1,B2,10 3,11 3
1360,1,B2,10 4,11 4
1360,1,B2,10 5,11 5
1360,1,B2,10 6,11 6
1360,1,B2,10 7,11 7
1360,1,B2,10 8,11 8
1360,1,B2,10 9,11 9
1360,1,B2,11 10,12 10
1360,1,B2,11 11,12 11
1360,1,B2,11 12,12 12
1360,1,B2,11 1,12 1
1360,1,B2,11 2,12 2
1360,1,B2,11 3,12 3
1360,1,B2,11 4,12 4
1360,1,B2,11 5,12 5
1360,1,B2,11 6,12 6
1360,1,B2,11 7,12 7
1360,1,B2,11 8,12 8
1360,1,B2,11 9,12 9
1360,1,B2,2 10,3 10
1360,1,B2,2 11,3 11
1360,1,B2,2 12,3 12
1360,1,B2,2 1,3 1
1360,1,B2,2 2,3 2
1360,1,B2,2 3,3 3
1360,1,B2,2 4,3 4
1360,1,B2,2 5,3 5
1360,1,B2,2 6,3 6
1360,1,B2,2 7,3 7
1360,1,B2,2 8,3 8
1360,1,B2,2 9,3 9
1360,1,B2,3 10,4 10
1360,1,B2,3 11,4 11
1360,1,B2,3 12,4 12
1360,1,B2,3 1,4 1
1360,1,B2,3 2,4 2
1360,1,B2,3 3,4 3
1360,1,B2,3 4,4 4
1360,1,B2,3 5,4 5
1360,1,B2,3 6,4 6
1360,1,B2,3 7,4 7
1360,1,B2,3 8,4 8
1360,1,B2,3 9,4 9
1360,1,B2,4 10,5 10
1360,1,B2,4 11,5 11
1360,1,B2,4 12,5 12
1360,1,B2,4 1,5 1
1360,1,B2,4 2,5 2
1360,1,B2,4 3,5 3
1360,1,B2,4 4,5 4
1360,1,B2,4 5,5 5
1360,1,B2,4 6,5 6
1360,1,B2,4 7,5 7
1360,1,B2,4 8,5 8
1360,1,B2,4 9,5 9
1360,1,B2,5 10,6 10
1360,1,B2,5 11,6 11
1360,1,B2,5 12,6 12
1360,1,B2,5 1,6 1
1360,1,B2,5 2,6 2
1360,1,B2,5 3,6 3
1360,1,B2,5 4,6 4
1360,1,B2,5 5,6 5
1360,1,B2,5 6,6 6
1360,1,B2,5 7,6 7
1360,1,B2,5 8,6 8
1360,1,B2,5 9,6 9
1360,1,B2,6 10,7 10
1360,1,B2,6 11,7 11
1360,1,B2,6 12,7 12
1360,1,B2,6 1,7 1
1360,1,B2,6 2,7 2
1360,1,B2,6 3,7 3
1360,1,B2,6 4,7 4
1360,1,B2,6 5,7 5
1360,1,B2,6 6,7 6
1360,1,B2,6 7,7 7
1360,1,B2,6 8,7 8
1360,1,B2,6 9,7 9
1360,1,B2,7 10,8 10
1360,1,B2,7 11,8 11
1360,1,B2,7 12,8 12
1360,1,B2,7 1,8 1
1360,1,B2,7 2,8 2
1360,1,B2,7 3,8 3
1360,1,B2,7 4,8 4
1360,1,B2,7 5,8 5
1360,1,B2,7 6,8 6
1360,1,B2,7 7,8 7
1360,1,B2,7 8,8 8
1360,1,B2,7 9,8 9
1360,1,B2,8 10,9 10
1360,1,B2,8 11,9 11
1360,1,B2,8 12,9 12
1360,1,B2,8 1,9 1
1360,1,B2,8 2,9 2
1360,1,B2,8 3,9 3
1360,1,B2,8 4,9 4
1360,1,B2,8 5,9 5
1360,1,B2,8 6,9 6
1360,1,B2,8 7,9 7
1360,1,B2,8 8,9 8
1360,1,B2,8 9,9 9
1360,1,B2,9 10,10 10
1360,1,B2,9 11,10 11
1360,1,B2,9 12,10 12
1360,1,B2,9 1,10 1
1360,1,B2,9 2,10 2
1360,1,B2,9 3,10 3
1360,1,B2,9 4,10 4
1360,1,B2,9 5,10 5
1360,1,B2,9 6,10 6
1360,1,B2,9 7,10 7
1360,1,B2,9 8,10 8
1360,1,B2,9 9,10 9
1360,1,B3,1 0 1,0 1 1
1360,1,B3,1 0 2,0 1 2
1360,1,B3,1 0 3,0 1 3
1360,1,B3,1 0 4,0 1 4
1360,1,B3,1 0 5,0 1 5
1360,1,B3,1 0 6,0 1 6
1360,1,B3,1 1 1,0 2 1
1360,1,B3,1 1 2,0 2 2
1360,1,B3,1 1 3,0 2 3
1360,1,B3,1 1 4,0 2 4
1360,1,B3,1 1 5,0 2 5
1360,1,B3,1 1 6,0 2 6
1360,1,B3,1 2 1,0 3 1
1360,1,B3,1 2 2,0 3 2
1360,1,B3,1 2 3,0 3 3
1360,1,B3,1 2 4,0 3 4
1360,1,B3,1 2 5,0 3 5
1360,1,B3,1 2 6,0 3 6
1360,1,B3,1 3 1,0 4 1
1360,1,B3,1 3 2,0 4 2
1360,1,B3,1 3 3,0 4 3
1360,1,B3,1 3 4,0 4 4
1360,1,B3,1 3 5,0 4 5
1360,1,B3,1 3 6,0 4 6
1360,1,B3,1 4 1,0 5 1
1360,1,B3,1 4 2,0 5 2
1360,1,B3,1 4 3,0 5 3
1360,1,B3,1 4 4,0 5 4
1360,1,B3,1 4 5,0 5 5
1360,1,B3,1 4 6,0 5 6
1360,1,B3,1 5 1,0 6 1
1360,1,B3,1 5 2,0 6 2
1360,1,B3,1 5 3,0 6 3
1360,1,B3,1 5 4,0 6 4
1360,1,B3,1 5 5,0 6 5
1360,1,B3,1 5 6,0 6 6
1360,1,B3,2 0 1,1 1 1
1360,1,B3,2 0 2,1 1 2
1360,1,B3,2 0 3,1 1 3
1360,1,B3,2 0 4,1 1 4
1360,1,B3,2 0 5,1 1 5
1360,1,B3,2 0 6,1 1 6
1360,1,B3,2 1 1,1 2 1
1360,1,B3,2 1 2,1 2 2
1360,1,B3,2 1 3,1 2 3
1360,1,B3,2 1 4,1 2 4
1360,1,B3,2 1 5,1 2 5
1360,1,B3,2 1 6,1 2 6
1360,1,B3,2 2 1,1 3 1
1360,1,B3,2 2 2,1 3 2
1360,1,B3,2 2 3,1 3 3
1360,1,B3,2 2 4,1 3 4
1360,1,B3,2 2 5,1 3 5
1360,1,B3,2 2 6,1 3 6
1360,1,B3,2 3 1,1 4 1
1360,1,B3,2 3 2,1 4 2
1360,1,B3,2 3 3,1 4 3
1360,1,B3,2 3 4,1 4 4
1360,1,B3,2 3 5,1 4 5
1360,1,B3,2 3 6,1 4 6
1360,1,B3,2 4 1,1 5 1
1360,1,B3,2 4 2,1 5 2
1360,1,B3,2 4 3,1 5 3
1360,1,B3,2 4 4,1 5 4
1360,1,B3,2 4 5,1 5 5
1360,1,B3,2 4 6,1 5 6
1360,1,B3,2 5 1,1 6 1
1360,1,B3,2 5 2,1 6 2
1360,1,B3,2 5 3,1 6 3
1360,1,B3,2 5 4,1 6 4
1360,1,B3,2 5 5,1 6 5
1360,1,B3,2 5 6,1 6 6
1360,1,B3,3 0 1,2 1 1
1360,1,B3,3 0 2,2 1 2
1360,1,B3,3 0 3,2 1 3
1360,1,B3,3 0 4,2 1 4
1360,1,B3,3 0 5,2 1 5
1360,1,B3,3 0 6,2 1 6
1360,1,B3,3 1 1,2 2 1
1360,1,B3,3 1 2,2 2 2
1360,1,B3,3 1 3,2 2 3
1360,1,B3,3 1 4,2 2 4
1360,1,B3,3 1 5,2 2 5
1360,1,B3,3 1 6,2 2 6
1360,1,B3,3 2 1,2 3 1
1360,1,B3,3 2 2,2 3 2
1360,1,B3,3 2 3,2 3 3
1360,1,B3,3 2 4,2 3 4
1360,1,B3,3 2 5,2 3 5
1360,1,B3,3 2 6,2 3 6
1360,1,B3,3 3 1,2 4 1
1360,1,B3,3 3 2,2 4 2
1360,1,B3,3 3 3,2 4 3
1360,1,B3,3 3 4,2 4 4
1360,1,B3,3 3 5,2 4 5
1360,1,B3,3 3 6,2 4 6
1360,1,B3,3 4 1,2 5 1
1360,1,B3,3 4 2,2 5 2
1360,1,B3,3 4 3,2 5 3
1360,1,B3,3 4 4,2 5 4
1360,1,B3,3 4 5,2 5 5
1360,1,B3,3 4 6,2 5 6
1360,1,B3,3 5 1,2 6 1
1360,1,B3,3 5 2,2 6 2
1360,1,B3,3 5 3,2 6 3
1360,1,B3,3 5 4,2 6 4
1360,1,B3,3 5 5,2 6 5
1360,1,B3,3 5 6,2 6 6
1360,1,B3,4 0 1,3 1 1
1360,1,B3,4 0 2,3 1 2
1360,1,B3,4 0 3,3 1 3
1360,1,B3,4 0 4,3 1 4
1360,1,B3,4 0 5,3 1 5
1360,1,B3,4 0 6,3 1 6
1360,1,B3,4 1 1,3 2 1
1360,1,B3,4 1 2,3 2 2
1360,1,B3,4 1 3,3 2 3
1360,1,B3,4 1 4,3 2 4
1360,1,B3,4 1 5,3 2 5
1360,1,B3,4 1 6,3 2 6
1360,1,B3,4 2 1,3 3 1
1360,1,B3,4 2 2,3 3 2
1360,1,B3,4 2 3,3 3 3
1360,1,B3,4 2 4,3 3 4
1360,1,B3,4 2 5,3 3 5
1360,1,B3,4 2 6,3 3 6
1360,1,B3,4 3 1,3 4 1
1360,1,B3,4 3 2,3 4 2
1360,1,B3,4 3 3,3 4 3
1360,1,B3,4 3 4,3 4 4
1360,1,B3,4 3 5,3 4 5
1360,1,B3,4 3 6,3 4 6
1360,1,B3,4 4 1,3 5 1
1360,1,B3,4 4 2,3 5 2
1360,1,B3,4 4 3,3 5 3
1360,1,B3,4 4 4,3 5 4
1360,1,B3,4 4 5,3 5 5
1360,1,B3,4 4 6,3 5 6
1360,1,B3,4 5 1,3 6 1
1360,1,B3,4 5 2,3 6 2
1360,1,B3,4 5 3,3 6 3
1360,1,B3,4 5 4,3 6 4
1360,1,B3,4 5 5,3 6 5
1360,1,B3,4 5 6,3 6 6
1360,1,B3,5 0 1,4 1 1
1360,1,B3,5 0 2,4 1 2
1360,1,B3,5 0 3,4 1 3
1360,1,B3,5 0 4,4 1 4
1360,1,B3,5 0 5,4 1 5
1360,1,B3,5 0 6,4 1 6
1360,1,B3,5 1 1,4 2 1
1360,1,B3,5 1 2,4 2 2
1360,1,B3,5 1 3,4 2 3
1360,1,B3,5 1 4,4 2 4
1360,1,B3,5 1 5,4 2 5
1360,1,B3,5 1 6,4 2 6
1360,1,B3,5 2 1,4 3 1
1360,1,B3,5 2 2,4 3 2
1360,1,B3,5 2 3,4 3 3
1360,1,B3,5 2 4,4 3 4
1360,1,B3,5 2 5,4 3 5
1360,1,B3,5 2 6,4 3 6
1360,1,B3,5 3 1,4 4 1
1360,1,B3,5 3 2,4 4 2
1360,1,B3,5 3 3,4 4 3
1360,1,B3,5 3 4,4 4 4
1360,1,B3,5 3 5,4 4 5
1360,1,B3,5 3 6,4 4 6
1360,1,B3,5 4 1,4 5 1
1360,1,B3,5 4 2,4 5 2
1360,1,B3,5 4 3,4 5 3
1360,1,B3,5 4 4,4 5 4
1360,1,B3,5 4 5,4 5 5
1360,1,B3,5 4 6,4 5 6
1360,1,B3,5 5 1,4 6 1
1360,1,B3,5 5 2,4 6 2
1360,1,B3,5 5 3,4 6 3
1360,1,B3,5 5 4,4 6 4
1360,1,B3,5 5 5,4 6 5
1360,1,B3,5 5 6,4 6 6
1360,1,B3,6 0 1,5 1 1
1360,1,B3,6 0 2,5 1 2
1360,1,B3,6 0 3,5 1 3
1360,1,B3,6 0 4,5 1 4
1360,1,B3,6 0 5,5 1 5
1360,1,B3,6 0 6,5 1 6
1360,1,B3,6 1 1,5 2 1
1360,1,B3,6 1 2,5 2 2
1360,1,B3,6 1 3,5 2 3
1360,1,B3,6 1 4,5 2 4
1360,1,B3,6 1 5,5 2 5
1360,1,B3,6 1 6,5 2 6
1360,1,B3,6 2 1,5 3 1
1360,1,B3,6 2 2,5 3 2
1360,1,B3,6 2 3,5 3 3
1360,1,B3,6 2 4,5 3 4
1360,1,B3,6 2 5,5 3 5
1360,1,B3,6 2 6,5 3 6
1360,1,B3,6 3 1,5 4 1
1360,1,B3,6 3 2,5 4 2
1360,1,B3,6 3 3,5 4 3
1360,1,B3,6 3 4,5 4 4
1360,1,B3,6 3 5,5 4 5
1360,1,B3,6 3 6,5 4 6
1360,1,B3,6 4 1,5 5 1
1360,1,B3,6 4 2,5 5 2
1360,1,B3,6 4 3,5 5 3
1360,1,B3,6 4 4,5 5 4
1360,1,B3,6 4 5,5 5 5
1360,1,B3,6 4 6,5 5 6
1360,1,B3,6 5 1,5 6 1
1360,1,B3,6 5 2,5 6 2
1360,1,B3,6 5 3,5 6 3
1360,1,B3,6 5 4,5 6 4
1360,1,B3,6 5 5,5 6 5
1360,1,B3,6 5 6,5 6 6
1360,1,B4,0 1 0 1,0 0 1 1
1360,1,B4,0 1 0 2,0 0 1 2
1360,1,B4,0 1 0 3,0 0 1 3
1360,1,B4,0 1 1 1,0 0 2 1
1360,1,B4,0 1 1 2,0 0 2 2
1360,1,B4,0 1 1 3,0 0 2 3
1360,1,B4,0 1 2 1,0 0 3 1
1360,1,B4,0 1 2 2,0 0 3 2
1360,1,B4,0 1 2 3,0 0 3 3
1360,1,B4,0 2 0 1,0 1 1 1
1360,1,B4,0 2 0 2,0 1 1 2
1360,1,B4,0 2 0 3,0 1 1 3
1360,1,B4,0 2 1 1,0 1 2 1
1360,1,B4,0 2 1 2,0 1 2 2
1360,1,B4,0 2 1 3,0 1 2 3
1360,1,B4,0 2 2 1,0 1 3 1
1360,1,B4,0 2 2 2,0 1 3 2
1360,1,B4,0 2 2 3,0 1 3 3
1360,1,B4,0 3 0 1,0 2 1 1
1360,1,B4,0 3 0 2,0 2 1 2
1360,1,B4,0 3 0 3,0 2 1 3
1360,1,B4,0 3 1 1,0 2 2 1
1360,1,B4,0 3 1 2,0 2 2 2
1360,1,B4,0 3 1 3,0 2 2 3
1360,1,B4,0 3 2 1,0 2 3 1
1360,1,B4,0 3 2 2,0 2 3 2
1360,1,B4,0 3 2 3,0 2 3 3
1360,1,B4,1 1 0 1,1 0 1 1
1360,1,B4,1 1 0 2,1 0 1 2
1360,1,B4,1 1 0 3,1 0 1 3
1360,1,B4,1 1 1 1,1 0 2 1
1360,1,B4,1 1 1 2,1 0 2 2
1360,1,B4,1 1 1 3,1 0 2 3
1360,1,B4,1 1 2 1,1 0 3 1
1360,1,B4,1 1 2 2,1 0 3 2
1360,1,B4,1 1 2 3,1 0 3 3
1360,1,B4,1 2 0 1,1 1 1 1
1360,1,B4,1 2 0 2,1 1 1 2
1360,1,B4,1 2 0 3,1 1 1 3
1360,1,B4,1 2 1 1,1 1 2 1
1360,1,B4,1 2 1 2,1 1 2 2
1360,1,B4,1 2 1 3,1 1 2 3
1360,1,B4,1 2 2 1,1 1 3 1
1360,1,B4,1 2 2 2,1 1 3 2
1360,1,B4,1 2 2 3,1 1 3 3
1360,1,B4,1 3 0 1,1 2 1 1
1360,1,B4,1 3 0 2,1 2 1 2
1360,1,B4,1 3 0 3,1 2 1 3
1360,1,B4,1 3 1 1,1 2 2 1
1360,1,B4,1 3 1 2,1 2 2 2
1360,1,B4,1 3 1 3,1 2 2 3
1360,1,B4,1 3 2 1,1 2 3 1
1360,1,B4,1 3 2 2,1 2 3 2
1360,1,B4,1 3 2 3,1 2 3 3
1360,1,B4,2 1 0 1,2 0 1 1
1360,1,B4,2 1 0 2,2 0 1 2
1360,1,B4,2 1 0 3,2 0 1 3
1360,1,B4,2 1 1 1,2 0 2 1
1360,1,B4,2 1 1 2,2 0 2 2
1360,1,B4,2 1 1 3,2 0 2 3
1360,1,B4,2 1 2 1,2 0 3 1
1360,1,B4,2 1 2 2,2 0 3 2
1360,1,B4,2 1 2 3,2 0 3 3
1360,1,B4,2 2 0 1,2 1 1 1
1360,1,B4,2 2 0 2,2 1 1 2
1360,1,B4,2 2 0 3,2 1 1 3
1360,1,B4,2 2 1 1,2 1 2 1
1360,1,B4,2 2 1 2,2 1 2 2
1360,1,B4,2 2 1 3,2 1 2 3
1360,1,B4,2 2 2 1,2 1 3 1
1360,1,B4,2 2 2 2,2 1 3 2
1360,1,B4,2 2 2 3,2 1 3 3
1360,1,B4,2 3 0 1,2 2 1 1
1360,1,B4,2 3 0 2,2 2 1 2
1360,1,B4,2 3 0 3,2 2 1 3
1360,1,B4,2 3 1 1,2 2 2 1
1360,1,B4,2 3 1 2,2 2 2 2
1360,1,B4,2 3 1 3,2 2 2 3
1360,1,B4,2 3 2 1,2 2 3 1
1360,1,B4,2 3 2 2,2 2 3 2
1360,1,B4,2 3 2 3,2 2 3 3
1360,1,B4,3 1 0 1,3 0 1 1
1360,1,B4,3 1 0 2,3 0 1 2
1360,1,B4,3 1 0 3,3 0 1 3
1360,1,B4,3 1 1 1,3 0 2 1
1360,1,B4,3 1 1 2,3 0 2 2
1360,1,B4,3 1 1 3,3 0 2 3
1360,1,B4,3 1 2 1,3 0 3 1
1360,1,B4,3 1 2 2,3 0 3 2
1360,1,B4,3 1 2 3,3 0 3 3
1360,1,B4,3 2 0 1,3 1 1 1
1360,1,B4,3 2 0 2,3 1 1 2
1360,1,B4,3 2 0 3,3 1 1 3
1360,1,B4,3 2 1 1,3 1 2 1
1360,1,B4,3 2 1 2,3 1 2 2
1360,1,B4,3 2 1 3,3 1 2 3
1360,1,B4,3 2 2 1,3 1 3 1
1360,1,B4,3 2 2 2,3 1 3 2
1360,1,B4,3 2 2 3,3 1 3 3
1360,1,B4,3 3 0 1,3 2 1 1
1360,1,B4,3 3 0 2,3 2 1 2
1360,1,B4,3 3 0 3,3 2 1 3
1360,1,B4,3 3 1 1,3 2 2 1
1360,1,B4,3 3 1 2,3 2 2 2
1360,1,B4,3 3 1 3,3 2 2 3
1360,1,B4,3 3 2 1,3 2 3 1
1360,1,B4,3 3 2 2,3 2 3 2
1360,1,B4,3 3 2 3,3 2 3 3
1360,1,C3,1 1 0,0 1 1
1360,1,C3,1 1 1,0 1 2
1360,1,C3,1 1 2,0 1 3
1360,1,C3,1 1 3,0 1 4
1360,1,C3,1 1 4,0 1 5
1360,1,C3,1 1 5,0 1 6
1360,1,C3,1 2 0,0 2 1
1360,1,C3,1 2 1,0 2 2
1360,1,C3,1 2 2,0 2 3
1360,1,C3,1 2 3,0 2 4
1360,1,C3,1 2 4,0 2 5
1360,1,C3,1 2 5,0 2 6
1360,1,C3,1 3 0,0 3 1
1360,1,C3,1 3 1,0 3 2
1360,1,C3,1 3 2,0 3 3
1360,1,C3,1 3 3,0 3 4
1360,1,C3,1 3 4,0 3 5
1360,1,C3,1 3 5,0 3 6
1360,1,C3,1 4 0,0 4 1
1360,1,C3,1 4 1,0 4 2
1360,1,C3,1 4 2,0 4 3
1360,1,C3,1 4 3,0 4 4
1360,1,C3,1 4 4,0 4 5
1360,1,C3,1 4 5,0 4 6
1360,1,C3,1 5 0,0 5 1
1360,1,C3,1 5 1,0 5 2
1360,1,C3,1 5 2,0 5 3
1360,1,C3,1 5 3,0 5 4
1360,1,C3,1 5 4,0 5 5
1360,1,C3,1 5 5,0 5 6
1360,1,C3,1 6 0,0 6 1
1360,1,C3,1 6 1,0 6 2
1360,1,C3,1 6 2,0 6 3
1360,1,C3,1 6 3,0 6 4
1360,1,C3,1 6 4,0 6 5
1360,1,C3,1 6 5,0 6 6
1360,1,C3,2 1 0,1 1 1
1360,1,C3,2 1 1,1 1 2
1360,1,C3,2 1 2,1 1 3
1360,1,C3,2 1 3,1 1 4
1360,1,C3,2 1 4,1 1 5
1360,1,C3,2 1 5,1 1 6
1360,1,C3,2 2 0,1 2 1
1360,1,C3,2 2 1,1 2 2
1360,1,C3,2 2 2,1 2 3
1360,1,C3,2 2 3,1 2 4
1360,1,C3,2 2 4,1 2 5
1360,1,C3,2 2 5,1 2 6
1360,1,C3,2 3 0,1 3 1
1360,1,C3,2 3 1,1 3 2
1360,1,C3,2 3 2,1 3 3
1360,1,C3,2 3 3,1 3 4
1360,1,C3,2 3 4,1 3 5
1360,1,C3,2 3 5,1 3 6
1360,1,C3,2 4 0,1 4 1
1360,1,C3,2 4 1,1 4 2
1360,1,C3,2 4 2,1 4 3
1360,1,C3,2 4 3,1 4 4
1360,1,C3,2 4 4,1 4 5
1360,1,C3,2 4 5,1 4 6
1360,1,C3,2 5 0,1 5 1
1360,1,C3,2 5 1,1 5 2
1360,1,C3,2 5 2,1 5 3
1360,1,C3,2 5 3,1 5 4
1360,1,C3,2 5 4,1 5 5
1360,1,C3,2 5 5,1 5 6
1360,1,C3,2 6 0,1 6 1
1360,1,C3,2 6 1,1 6 2
1360,1,C3,2 6 2,1 6 3
1360,1,C3,2 6 3,1 6 4
1360,1,C3,2 6 4,1 6 5
1360,1,C3,2 6 5,1 6 6
1360,1,C3,3 1 0,2 1 1
1360,1,C3,3 1 1,2 1 2
1360,1,C3,3 1 2,2 1 3
1360,1,C3,3 1 3,2 1 4
1360,1,C3,3 1 4,2 1 5
1360,1,C3,3 1 5,2 1 6
1360,1,C3,3 2 0,2 2 1
1360,1,C3,3 2 1,2 2 2
1360,1,C3,3 2 2,2 2 3
1360,1,C3,3 2 3,2 2 4
1360,1,C3,3 2 4,2 2 5
1360,1,C3,3 2 5,2 2 6
1360,1,C3,3 3 0,2 3 1
